problem,category,instance,bks
DFSP,NR,44.txt,427
DFSP,NR,45.txt,396
DFSP,NR,46.txt,645
DFSP,NR,47.txt,501
DFSP,NR,48.txt,429
DFSP,NR,49.txt,390
DFSP,NR,50.txt,365
DFSP,NR,51.txt,1049
DFSP,NR,52.txt,871
DFSP,NR,53.txt,780
DFSP,NR,54.txt,729
DFSP,NR,55.txt,693
DFSP,NR,56.txt,1117
DFSP,NR,57.txt,922
DFSP,NR,58.txt,830
DFSP,NR,59.txt,770
DFSP,NR,60.txt,730
DFSP,NR,61.txt,1001
DFSP,NR,62.txt,834
DFSP,NR,63.txt,752
DFSP,NR,64.txt,698
DFSP,NR,65.txt,673
DFSP,NR,66.txt,911
DFSP,NR,67.txt,758
DFSP,NR,68.txt,680
DFSP,NR,69.txt,634
DFSP,NR,70.txt,603
DFSP,NR,71.txt,959
DFSP,NR,72.txt,798
DFSP,NR,73.txt,717
DFSP,NR,74.txt,671
DFSP,NR,75.txt,650
DFSP,NR,76.txt,925
DFSP,NR,77.txt,768
DFSP,NR,78.txt,688
DFSP,NR,79.txt,640
DFSP,NR,80.txt,613
DFSP,NR,81.txt,989
DFSP,NR,82.txt,820
DFSP,NR,83.txt,743
DFSP,NR,84.txt,693
DFSP,NR,85.txt,671
DFSP,NR,86.txt,1025
DFSP,NR,87.txt,851
DFSP,NR,88.txt,762
DFSP,NR,89.txt,715
DFSP,NR,90.txt,692
DFSP,NR,91.txt,1023
DFSP,NR,92.txt,840
DFSP,NR,93.txt,755
DFSP,NR,94.txt,709
DFSP,NR,95.txt,702
DFSP,NR,96.txt,1073
DFSP,NR,97.txt,890
DFSP,NR,98.txt,802
DFSP,NR,99.txt,753
DFSP,NR,100.txt,722
DFSP,NR,101.txt,1674
DFSP,NR,102.txt,1466
DFSP,NR,103.txt,1361
DFSP,NR,104.txt,1297
DFSP,NR,105.txt,1257
DFSP,NR,106.txt,1566
DFSP,NR,107.txt,1383
DFSP,NR,108.txt,1293
DFSP,NR,109.txt,1234
DFSP,NR,110.txt,1191
DFSP,NR,111.txt,1720
DFSP,NR,112.txt,1509
DFSP,NR,113.txt,1397
DFSP,NR,114.txt,1336
DFSP,NR,115.txt,1320
DFSP,NR,116.txt,1634
DFSP,NR,117.txt,1439
DFSP,NR,118.txt,1348
DFSP,NR,119.txt,1294
DFSP,NR,120.txt,1257
DFSP,NR,121.txt,1694
DFSP,NR,122.txt,1474
DFSP,NR,123.txt,1368
DFSP,NR,124.txt,1300
DFSP,NR,125.txt,1280
DFSP,NR,126.txt,1654
DFSP,NR,127.txt,1458
DFSP,NR,128.txt,1354
DFSP,NR,129.txt,1286
DFSP,NR,130.txt,1256
DFSP,NR,131.txt,1671
DFSP,NR,132.txt,1466
DFSP,NR,133.txt,1360
DFSP,NR,134.txt,1294
DFSP,NR,135.txt,1250
DFSP,NR,136.txt,1610
DFSP,NR,137.txt,1417
DFSP,NR,138.txt,1315
DFSP,NR,139.txt,1258
DFSP,NR,140.txt,1232
DFSP,NR,141.txt,1663
DFSP,NR,142.txt,1467
DFSP,NR,143.txt,1362
DFSP,NR,144.txt,1300
DFSP,NR,145.txt,1257
DFSP,NR,146.txt,1602
DFSP,NR,147.txt,1402
DFSP,NR,148.txt,1296
DFSP,NR,149.txt,1236
DFSP,NR,150.txt,1197
DFSP,NR,151.txt,1406
DFSP,NR,152.txt,970
DFSP,NR,153.txt,763
DFSP,NR,154.txt,649
DFSP,NR,155.txt,571
DFSP,NR,156.txt,1481
DFSP,NR,157.txt,1039
DFSP,NR,158.txt,830
DFSP,NR,159.txt,706
DFSP,NR,160.txt,630
DFSP,NR,161.txt,1359
DFSP,NR,162.txt,954
DFSP,NR,163.txt,761
DFSP,NR,164.txt,649
DFSP,NR,165.txt,577
DFSP,NR,166.txt,1443
DFSP,NR,167.txt,1015
DFSP,NR,168.txt,812
DFSP,NR,169.txt,693
DFSP,NR,170.txt,612
DFSP,NR,171.txt,1485
DFSP,NR,172.txt,1037
DFSP,NR,173.txt,822
DFSP,NR,174.txt,692
DFSP,NR,175.txt,610
DFSP,NR,176.txt,1474
DFSP,NR,177.txt,1031
DFSP,NR,178.txt,826
DFSP,NR,179.txt,707
DFSP,NR,180.txt,626
DFSP,NR,181.txt,1432
DFSP,NR,182.txt,1013
DFSP,NR,183.txt,812
DFSP,NR,184.txt,692
DFSP,NR,185.txt,615
DFSP,NR,186.txt,1398
DFSP,NR,187.txt,977
DFSP,NR,188.txt,785
DFSP,NR,189.txt,671
DFSP,NR,190.txt,594
DFSP,NR,191.txt,1328
DFSP,NR,192.txt,937
DFSP,NR,193.txt,750
DFSP,NR,194.txt,641
DFSP,NR,195.txt,571
DFSP,NR,196.txt,1436
DFSP,NR,197.txt,1011
DFSP,NR,198.txt,802
DFSP,NR,199.txt,682
DFSP,NR,200.txt,602
DFSP,NR,201.txt,1736
DFSP,NR,202.txt,1327
DFSP,NR,203.txt,1119
DFSP,NR,204.txt,992
DFSP,NR,205.txt,908
DFSP,NR,206.txt,1683
DFSP,NR,207.txt,1286
DFSP,NR,208.txt,1086
DFSP,NR,209.txt,962
DFSP,NR,210.txt,883
DFSP,NR,211.txt,1663
DFSP,NR,212.txt,1279
DFSP,NR,213.txt,1087
DFSP,NR,214.txt,971
DFSP,NR,215.txt,894
DFSP,NR,216.txt,1746
DFSP,NR,217.txt,1331
DFSP,NR,218.txt,1127
DFSP,NR,219.txt,1004
DFSP,NR,220.txt,916
DFSP,NR,221.txt,1744
DFSP,NR,222.txt,1334
DFSP,NR,223.txt,1129
DFSP,NR,224.txt,1003
DFSP,NR,225.txt,921
DFSP,NR,226.txt,1739
DFSP,NR,227.txt,1329
DFSP,NR,228.txt,1123
DFSP,NR,229.txt,994
DFSP,NR,230.txt,913
DFSP,NR,231.txt,1785
DFSP,NR,232.txt,1366
DFSP,NR,233.txt,1152
DFSP,NR,234.txt,1024
DFSP,NR,235.txt,937
DFSP,NR,236.txt,1742
DFSP,NR,237.txt,1324
DFSP,NR,238.txt,1123
DFSP,NR,239.txt,1001
DFSP,NR,240.txt,916
DFSP,NR,241.txt,1672
DFSP,NR,242.txt,1276
DFSP,NR,243.txt,1078
DFSP,NR,244.txt,954
DFSP,NR,245.txt,877
DFSP,NR,246.txt,1794
DFSP,NR,247.txt,1367
DFSP,NR,248.txt,1151
DFSP,NR,249.txt,1027
DFSP,NR,250.txt,944
DFSP,NR,251.txt,2495
DFSP,NR,252.txt,2034
DFSP,NR,253.txt,1793
DFSP,NR,254.txt,1654
DFSP,NR,255.txt,1552
DFSP,NR,256.txt,2401
DFSP,NR,257.txt,1952
DFSP,NR,258.txt,1718
DFSP,NR,259.txt,1582
DFSP,NR,260.txt,1483
DFSP,NR,261.txt,2381
DFSP,NR,262.txt,1932
DFSP,NR,263.txt,1707
DFSP,NR,264.txt,1565
DFSP,NR,265.txt,1470
DFSP,NR,266.txt,2423
DFSP,NR,267.txt,1975
DFSP,NR,268.txt,1741
DFSP,NR,269.txt,1595
DFSP,NR,270.txt,1508
DFSP,NR,271.txt,2376
DFSP,NR,272.txt,1938
DFSP,NR,273.txt,1711
DFSP,NR,274.txt,1577
DFSP,NR,275.txt,1485
DFSP,NR,276.txt,2384
DFSP,NR,277.txt,1939
DFSP,NR,278.txt,1710
DFSP,NR,279.txt,1563
DFSP,NR,280.txt,1473
DFSP,NR,281.txt,2395
DFSP,NR,282.txt,1944
DFSP,NR,283.txt,1709
DFSP,NR,284.txt,1570
DFSP,NR,285.txt,1473
DFSP,NR,286.txt,2408
DFSP,NR,287.txt,1960
DFSP,NR,288.txt,1728
DFSP,NR,289.txt,1581
DFSP,NR,290.txt,1486
DFSP,NR,291.txt,2445
DFSP,NR,292.txt,1998
DFSP,NR,293.txt,1760
DFSP,NR,294.txt,1613
DFSP,NR,295.txt,1518
DFSP,NR,296.txt,2435
DFSP,NR,297.txt,1980
DFSP,NR,298.txt,1751
DFSP,NR,299.txt,1603
DFSP,NR,300.txt,1508
DFSP,NR,301.txt,2809
DFSP,NR,302.txt,1918
DFSP,NR,303.txt,1477
DFSP,NR,304.txt,1214
DFSP,NR,305.txt,1041
DFSP,NR,306.txt,2692
DFSP,NR,307.txt,1838
DFSP,NR,308.txt,1415
DFSP,NR,309.txt,1163
DFSP,NR,310.txt,998
DFSP,NR,311.txt,2647
DFSP,NR,312.txt,1808
DFSP,NR,313.txt,1393
DFSP,NR,314.txt,1144
DFSP,NR,315.txt,979
DFSP,NR,316.txt,2554
DFSP,NR,317.txt,1744
DFSP,NR,318.txt,1341
DFSP,NR,319.txt,1101
DFSP,NR,320.txt,945
DFSP,NR,321.txt,2671
DFSP,NR,322.txt,1818
DFSP,NR,323.txt,1397
DFSP,NR,324.txt,1151
DFSP,NR,325.txt,988
DFSP,NR,326.txt,2622
DFSP,NR,327.txt,1786
DFSP,NR,328.txt,1369
DFSP,NR,329.txt,1124
DFSP,NR,330.txt,961
DFSP,NR,331.txt,2674
DFSP,NR,332.txt,1816
DFSP,NR,333.txt,1393
DFSP,NR,334.txt,1144
DFSP,NR,335.txt,981
DFSP,NR,336.txt,2596
DFSP,NR,337.txt,1774
DFSP,NR,338.txt,1365
DFSP,NR,339.txt,1122
DFSP,NR,340.txt,960
DFSP,NR,341.txt,2782
DFSP,NR,342.txt,1899
DFSP,NR,343.txt,1462
DFSP,NR,344.txt,1205
DFSP,NR,345.txt,1036
DFSP,NR,346.txt,2713
DFSP,NR,347.txt,1845
DFSP,NR,348.txt,1418
DFSP,NR,349.txt,1164
DFSP,NR,350.txt,1003
DFSP,NR,351.txt,3060
DFSP,NR,352.txt,2193
DFSP,NR,353.txt,1775
DFSP,NR,354.txt,1527
DFSP,NR,355.txt,1364
DFSP,NR,356.txt,2835
DFSP,NR,357.txt,2037
DFSP,NR,358.txt,1652
DFSP,NR,359.txt,1417
DFSP,NR,360.txt,1265
DFSP,NR,361.txt,2994
DFSP,NR,362.txt,2128
DFSP,NR,363.txt,1719
DFSP,NR,364.txt,1476
DFSP,NR,365.txt,1316
DFSP,NR,366.txt,3122
DFSP,NR,367.txt,2245
DFSP,NR,368.txt,1821
DFSP,NR,369.txt,1566
DFSP,NR,370.txt,1395
DFSP,NR,371.txt,2939
DFSP,NR,372.txt,2115
DFSP,NR,373.txt,1706
DFSP,NR,374.txt,1470
DFSP,NR,375.txt,1309
DFSP,NR,376.txt,2802
DFSP,NR,377.txt,2009
DFSP,NR,378.txt,1627
DFSP,NR,379.txt,1403
DFSP,NR,380.txt,1249
DFSP,NR,381.txt,2962
DFSP,NR,382.txt,2109
DFSP,NR,383.txt,1698
DFSP,NR,384.txt,1453
DFSP,NR,385.txt,1293
DFSP,NR,386.txt,3016
DFSP,NR,387.txt,2170
DFSP,NR,388.txt,1749
DFSP,NR,389.txt,1501
DFSP,NR,390.txt,1337
DFSP,NR,391.txt,3153
DFSP,NR,392.txt,2256
DFSP,NR,393.txt,1809
DFSP,NR,394.txt,1547
DFSP,NR,395.txt,1371
DFSP,NR,396.txt,3096
DFSP,NR,397.txt,2221
DFSP,NR,398.txt,1796
DFSP,NR,399.txt,1541
DFSP,NR,400.txt,1371
DFSP,NR,401.txt,3704
DFSP,NR,402.txt,2849
DFSP,NR,403.txt,2411
DFSP,NR,404.txt,2145
DFSP,NR,405.txt,1962
DFSP,NR,406.txt,3652
DFSP,NR,407.txt,2806
DFSP,NR,408.txt,2382
DFSP,NR,409.txt,2112
DFSP,NR,410.txt,1935
DFSP,NR,411.txt,3709
DFSP,NR,412.txt,2851
DFSP,NR,413.txt,2415
DFSP,NR,414.txt,2151
DFSP,NR,415.txt,1968
DFSP,NR,416.txt,3679
DFSP,NR,417.txt,2831
DFSP,NR,418.txt,2395
DFSP,NR,419.txt,2127
DFSP,NR,420.txt,1946
DFSP,NR,421.txt,3733
DFSP,NR,422.txt,2859
DFSP,NR,423.txt,2421
DFSP,NR,424.txt,2157
DFSP,NR,425.txt,1967
DFSP,NR,426.txt,3769
DFSP,NR,427.txt,2899
DFSP,NR,428.txt,2454
DFSP,NR,429.txt,2179
DFSP,NR,430.txt,1994
DFSP,NR,431.txt,3716
DFSP,NR,432.txt,2865
DFSP,NR,433.txt,2431
DFSP,NR,434.txt,2168
DFSP,NR,435.txt,1979
DFSP,NR,436.txt,3839
DFSP,NR,437.txt,2954
DFSP,NR,438.txt,2492
DFSP,NR,439.txt,2221
DFSP,NR,440.txt,2033
DFSP,NR,441.txt,3743
DFSP,NR,442.txt,2880
DFSP,NR,443.txt,2444
DFSP,NR,444.txt,2173
DFSP,NR,445.txt,1993
DFSP,NR,446.txt,3766
DFSP,NR,447.txt,2901
DFSP,NR,448.txt,2455
DFSP,NR,449.txt,2181
DFSP,NR,450.txt,1992
DFSP,NR,451.txt,5605
DFSP,NR,452.txt,3865
DFSP,NR,453.txt,3008
DFSP,NR,454.txt,2491
DFSP,NR,455.txt,2155
DFSP,NR,456.txt,5435
DFSP,NR,457.txt,3774
DFSP,NR,458.txt,2949
DFSP,NR,459.txt,2455
DFSP,NR,460.txt,2126
DFSP,NR,461.txt,5639
DFSP,NR,462.txt,3893
DFSP,NR,463.txt,3031
DFSP,NR,464.txt,2515
DFSP,NR,465.txt,2178
DFSP,NR,466.txt,5591
DFSP,NR,467.txt,3854
DFSP,NR,468.txt,2998
DFSP,NR,469.txt,2481
DFSP,NR,470.txt,2145
DFSP,NR,471.txt,5424
DFSP,NR,472.txt,3756
DFSP,NR,473.txt,2925
DFSP,NR,474.txt,2443
DFSP,NR,475.txt,2119
DFSP,NR,476.txt,5329
DFSP,NR,477.txt,3686
DFSP,NR,478.txt,2883
DFSP,NR,479.txt,2409
DFSP,NR,480.txt,2089
DFSP,NR,481.txt,5610
DFSP,NR,482.txt,3878
DFSP,NR,483.txt,3019
DFSP,NR,484.txt,2514
DFSP,NR,485.txt,2179
DFSP,NR,486.txt,5531
DFSP,NR,487.txt,3821
DFSP,NR,488.txt,2980
DFSP,NR,489.txt,2476
DFSP,NR,490.txt,2143
DFSP,NR,491.txt,5363
DFSP,NR,492.txt,3716
DFSP,NR,493.txt,2904
DFSP,NR,494.txt,2419
DFSP,NR,495.txt,2099
DFSP,NR,496.txt,5510
DFSP,NR,497.txt,3821
DFSP,NR,498.txt,2977
DFSP,NR,499.txt,2476
DFSP,NR,500.txt,2149
DFSP,NR,501.txt,6175
DFSP,NR,502.txt,4512
DFSP,NR,503.txt,3676
DFSP,NR,504.txt,3160
DFSP,NR,505.txt,2827
DFSP,NR,506.txt,6236
DFSP,NR,507.txt,4556
DFSP,NR,508.txt,3718
DFSP,NR,509.txt,3216
DFSP,NR,510.txt,2872
DFSP,NR,511.txt,6228
DFSP,NR,512.txt,4561
DFSP,NR,513.txt,3707
DFSP,NR,514.txt,3196
DFSP,NR,515.txt,2854
DFSP,NR,516.txt,6237
DFSP,NR,517.txt,4543
DFSP,NR,518.txt,3694
DFSP,NR,519.txt,3177
DFSP,NR,520.txt,2836
DFSP,NR,521.txt,6170
DFSP,NR,522.txt,4499
DFSP,NR,523.txt,3666
DFSP,NR,524.txt,3163
DFSP,NR,525.txt,2825
DFSP,NR,526.txt,6194
DFSP,NR,527.txt,4498
DFSP,NR,528.txt,3670
DFSP,NR,529.txt,3164
DFSP,NR,530.txt,2821
DFSP,NR,531.txt,6278
DFSP,NR,532.txt,4599
DFSP,NR,533.txt,3747
DFSP,NR,534.txt,3239
DFSP,NR,535.txt,2890
DFSP,NR,536.txt,6266
DFSP,NR,537.txt,4584
DFSP,NR,538.txt,3726
DFSP,NR,539.txt,3213
DFSP,NR,540.txt,2876
DFSP,NR,541.txt,6216
DFSP,NR,542.txt,4539
DFSP,NR,543.txt,3699
DFSP,NR,544.txt,3192
DFSP,NR,545.txt,2850
DFSP,NR,546.txt,6266
DFSP,NR,547.txt,4578
DFSP,NR,548.txt,3724
DFSP,NR,549.txt,3217
DFSP,NR,550.txt,2873
DFSP,NR,551.txt,13662
DFSP,NR,552.txt,9505
DFSP,NR,553.txt,7449
DFSP,NR,554.txt,6200
DFSP,NR,555.txt,5358
DFSP,NR,556.txt,13905
DFSP,NR,557.txt,9696
DFSP,NR,558.txt,7581
DFSP,NR,559.txt,6326
DFSP,NR,560.txt,5481
DFSP,NR,561.txt,13780
DFSP,NR,562.txt,9588
DFSP,NR,563.txt,7492
DFSP,NR,564.txt,6239
DFSP,NR,565.txt,5402
DFSP,NR,566.txt,13781
DFSP,NR,567.txt,9599
DFSP,NR,568.txt,7522
DFSP,NR,569.txt,6269
DFSP,NR,570.txt,5422
DFSP,NR,571.txt,13706
DFSP,NR,572.txt,9547
DFSP,NR,573.txt,7459
DFSP,NR,574.txt,6229
DFSP,NR,575.txt,5380
DFSP,NR,576.txt,13819
DFSP,NR,577.txt,9622
DFSP,NR,578.txt,7525
DFSP,NR,579.txt,6265
DFSP,NR,580.txt,5424
DFSP,NR,581.txt,13715
DFSP,NR,582.txt,9526
DFSP,NR,583.txt,7431
DFSP,NR,584.txt,6189
DFSP,NR,585.txt,5358
DFSP,NR,586.txt,13887
DFSP,NR,587.txt,9638
DFSP,NR,588.txt,7551
DFSP,NR,589.txt,6284
DFSP,NR,590.txt,5446
DFSP,NR,591.txt,13617
DFSP,NR,592.txt,9459
DFSP,NR,593.txt,7390
DFSP,NR,594.txt,6171
DFSP,NR,595.txt,5341
DFSP,NR,596.txt,13782
DFSP,NR,597.txt,9583
DFSP,NR,598.txt,7481
DFSP,NR,599.txt,6230
DFSP,NR,600.txt,5405
HFSP,Ruben,1.txt,955
HFSP,Ruben,2.txt,909
HFSP,Ruben,3.txt,963
HFSP,Ruben,4.txt,1003
HFSP,Ruben,5.txt,993
HFSP,Ruben,6.txt,924
HFSP,Ruben,7.txt,969
HFSP,Ruben,8.txt,1080
HFSP,Ruben,9.txt,946
HFSP,Ruben,10.txt,977
HFSP,Ruben,11.txt,943
HFSP,Ruben,12.txt,995
HFSP,Ruben,13.txt,929
HFSP,Ruben,14.txt,1016
HFSP,Ruben,15.txt,977
HFSP,Ruben,16.txt,1068
HFSP,Ruben,17.txt,979
HFSP,Ruben,18.txt,971
HFSP,Ruben,19.txt,886
HFSP,Ruben,20.txt,1060
HFSP,Ruben,21.txt,974
HFSP,Ruben,22.txt,1024
HFSP,Ruben,23.txt,1005
HFSP,Ruben,24.txt,963
HFSP,Ruben,25.txt,981
HFSP,Ruben,26.txt,1001
HFSP,Ruben,27.txt,1052
HFSP,Ruben,28.txt,1065
HFSP,Ruben,29.txt,880
HFSP,Ruben,30.txt,938
HFSP,Ruben,31.txt,1068
HFSP,Ruben,32.txt,969
HFSP,Ruben,33.txt,997
HFSP,Ruben,34.txt,986
HFSP,Ruben,35.txt,1015
HFSP,Ruben,36.txt,1058
HFSP,Ruben,37.txt,1048
HFSP,Ruben,38.txt,960
HFSP,Ruben,39.txt,905
HFSP,Ruben,40.txt,1030
HFSP,Ruben,41.txt,961
HFSP,Ruben,42.txt,999
HFSP,Ruben,43.txt,1032
HFSP,Ruben,44.txt,979
HFSP,Ruben,45.txt,992
HFSP,Ruben,46.txt,960
HFSP,Ruben,47.txt,1012
HFSP,Ruben,48.txt,1061
HFSP,Ruben,49.txt,1024
HFSP,Ruben,50.txt,1004
HFSP,Ruben,51.txt,977
HFSP,Ruben,52.txt,975
HFSP,Ruben,53.txt,1090
HFSP,Ruben,54.txt,1036
HFSP,Ruben,55.txt,1001
HFSP,Ruben,56.txt,936
HFSP,Ruben,57.txt,918
HFSP,Ruben,58.txt,1069
HFSP,Ruben,59.txt,1072
HFSP,Ruben,60.txt,1045
HFSP,Ruben,61.txt,1026
HFSP,Ruben,62.txt,988
HFSP,Ruben,63.txt,978
HFSP,Ruben,64.txt,1023
HFSP,Ruben,65.txt,913
HFSP,Ruben,66.txt,922
HFSP,Ruben,67.txt,984
HFSP,Ruben,68.txt,974
HFSP,Ruben,69.txt,974
HFSP,Ruben,70.txt,934
HFSP,Ruben,71.txt,1006
HFSP,Ruben,72.txt,1032
HFSP,Ruben,73.txt,930
HFSP,Ruben,74.txt,959
HFSP,Ruben,75.txt,927
HFSP,Ruben,76.txt,978
HFSP,Ruben,77.txt,928
HFSP,Ruben,78.txt,1017
HFSP,Ruben,79.txt,970
HFSP,Ruben,80.txt,985
HFSP,Ruben,81.txt,1040
HFSP,Ruben,82.txt,1062
HFSP,Ruben,83.txt,946
HFSP,Ruben,84.txt,918
HFSP,Ruben,85.txt,993
HFSP,Ruben,86.txt,948
HFSP,Ruben,87.txt,933
HFSP,Ruben,88.txt,997
HFSP,Ruben,89.txt,1122
HFSP,Ruben,90.txt,1005
HFSP,Ruben,91.txt,682
HFSP,Ruben,92.txt,618
HFSP,Ruben,93.txt,589
HFSP,Ruben,94.txt,616
HFSP,Ruben,95.txt,639
HFSP,Ruben,96.txt,689
HFSP,Ruben,97.txt,642
HFSP,Ruben,98.txt,641
HFSP,Ruben,99.txt,595
HFSP,Ruben,100.txt,610
HFSP,Ruben,101.txt,665
HFSP,Ruben,102.txt,604
HFSP,Ruben,103.txt,635
HFSP,Ruben,104.txt,694
HFSP,Ruben,105.txt,681
HFSP,Ruben,106.txt,621
HFSP,Ruben,107.txt,649
HFSP,Ruben,108.txt,637
HFSP,Ruben,109.txt,702
HFSP,Ruben,110.txt,600
HFSP,Ruben,111.txt,670
HFSP,Ruben,112.txt,653
HFSP,Ruben,113.txt,583
HFSP,Ruben,114.txt,617
HFSP,Ruben,115.txt,636
HFSP,Ruben,116.txt,626
HFSP,Ruben,117.txt,662
HFSP,Ruben,118.txt,605
HFSP,Ruben,119.txt,692
HFSP,Ruben,120.txt,607
HFSP,Ruben,121.txt,615
HFSP,Ruben,122.txt,627
HFSP,Ruben,123.txt,635
HFSP,Ruben,124.txt,620
HFSP,Ruben,125.txt,610
HFSP,Ruben,126.txt,640
HFSP,Ruben,127.txt,640
HFSP,Ruben,128.txt,577
HFSP,Ruben,129.txt,668
HFSP,Ruben,130.txt,651
HFSP,Ruben,131.txt,639
HFSP,Ruben,132.txt,706
HFSP,Ruben,133.txt,605
HFSP,Ruben,134.txt,653
HFSP,Ruben,135.txt,621
HFSP,Ruben,136.txt,581
HFSP,Ruben,137.txt,622
HFSP,Ruben,138.txt,588
HFSP,Ruben,139.txt,694
HFSP,Ruben,140.txt,662
HFSP,Ruben,141.txt,564
HFSP,Ruben,142.txt,647
HFSP,Ruben,143.txt,722
HFSP,Ruben,144.txt,609
HFSP,Ruben,145.txt,685
HFSP,Ruben,146.txt,590
HFSP,Ruben,147.txt,623
HFSP,Ruben,148.txt,738
HFSP,Ruben,149.txt,678
HFSP,Ruben,150.txt,641
HFSP,Ruben,151.txt,639
HFSP,Ruben,152.txt,650
HFSP,Ruben,153.txt,656
HFSP,Ruben,154.txt,644
HFSP,Ruben,155.txt,628
HFSP,Ruben,156.txt,639
HFSP,Ruben,157.txt,649
HFSP,Ruben,158.txt,675
HFSP,Ruben,159.txt,637
HFSP,Ruben,160.txt,613
HFSP,Ruben,161.txt,648
HFSP,Ruben,162.txt,637
HFSP,Ruben,163.txt,627
HFSP,Ruben,164.txt,573
HFSP,Ruben,165.txt,584
HFSP,Ruben,166.txt,613
HFSP,Ruben,167.txt,603
HFSP,Ruben,168.txt,636
HFSP,Ruben,169.txt,652
HFSP,Ruben,170.txt,608
HFSP,Ruben,171.txt,629
HFSP,Ruben,172.txt,670
HFSP,Ruben,173.txt,610
HFSP,Ruben,174.txt,641
HFSP,Ruben,175.txt,658
HFSP,Ruben,176.txt,578
HFSP,Ruben,177.txt,607
HFSP,Ruben,178.txt,612
HFSP,Ruben,179.txt,651
HFSP,Ruben,180.txt,629
HFSP,Ruben,181.txt,1125
HFSP,Ruben,182.txt,1165
HFSP,Ruben,183.txt,1235
HFSP,Ruben,184.txt,1274
HFSP,Ruben,185.txt,1143
HFSP,Ruben,186.txt,1191
HFSP,Ruben,187.txt,1126
HFSP,Ruben,188.txt,1215
HFSP,Ruben,189.txt,1145
HFSP,Ruben,190.txt,1230
HFSP,Ruben,191.txt,1142
HFSP,Ruben,192.txt,1209
HFSP,Ruben,193.txt,1197
HFSP,Ruben,194.txt,1202
HFSP,Ruben,195.txt,1235
HFSP,Ruben,196.txt,1197
HFSP,Ruben,197.txt,1123
HFSP,Ruben,198.txt,1185
HFSP,Ruben,199.txt,1183
HFSP,Ruben,200.txt,1226
HFSP,Ruben,201.txt,1228
HFSP,Ruben,202.txt,1073
HFSP,Ruben,203.txt,1201
HFSP,Ruben,204.txt,1224
HFSP,Ruben,205.txt,1239
HFSP,Ruben,206.txt,1181
HFSP,Ruben,207.txt,1214
HFSP,Ruben,208.txt,1203
HFSP,Ruben,209.txt,1250
HFSP,Ruben,210.txt,1127
HFSP,Ruben,211.txt,1153
HFSP,Ruben,212.txt,1139
HFSP,Ruben,213.txt,1245
HFSP,Ruben,214.txt,1216
HFSP,Ruben,215.txt,1281
HFSP,Ruben,216.txt,1153
HFSP,Ruben,217.txt,1188
HFSP,Ruben,218.txt,1314
HFSP,Ruben,219.txt,1167
HFSP,Ruben,220.txt,1188
HFSP,Ruben,221.txt,1201
HFSP,Ruben,222.txt,1243
HFSP,Ruben,223.txt,1235
HFSP,Ruben,224.txt,1183
HFSP,Ruben,225.txt,1201
HFSP,Ruben,226.txt,1170
HFSP,Ruben,227.txt,1278
HFSP,Ruben,228.txt,1144
HFSP,Ruben,229.txt,1167
HFSP,Ruben,230.txt,1198
HFSP,Ruben,231.txt,1084
HFSP,Ruben,232.txt,1126
HFSP,Ruben,233.txt,1240
HFSP,Ruben,234.txt,1246
HFSP,Ruben,235.txt,1187
HFSP,Ruben,236.txt,1208
HFSP,Ruben,237.txt,1225
HFSP,Ruben,238.txt,1266
HFSP,Ruben,239.txt,1191
HFSP,Ruben,240.txt,1142
HFSP,Ruben,241.txt,1264
HFSP,Ruben,242.txt,1163
HFSP,Ruben,243.txt,1190
HFSP,Ruben,244.txt,1278
HFSP,Ruben,245.txt,1122
HFSP,Ruben,246.txt,1215
HFSP,Ruben,247.txt,1224
HFSP,Ruben,248.txt,1248
HFSP,Ruben,249.txt,1124
HFSP,Ruben,250.txt,1179
HFSP,Ruben,251.txt,1165
HFSP,Ruben,252.txt,1157
HFSP,Ruben,253.txt,1211
HFSP,Ruben,254.txt,1132
HFSP,Ruben,255.txt,1252
HFSP,Ruben,256.txt,1211
HFSP,Ruben,257.txt,1168
HFSP,Ruben,258.txt,1238
HFSP,Ruben,259.txt,1154
HFSP,Ruben,260.txt,1185
HFSP,Ruben,261.txt,1259
HFSP,Ruben,262.txt,1197
HFSP,Ruben,263.txt,1241
HFSP,Ruben,264.txt,1271
HFSP,Ruben,265.txt,1294
HFSP,Ruben,266.txt,1167
HFSP,Ruben,267.txt,1129
HFSP,Ruben,268.txt,1185
HFSP,Ruben,269.txt,1147
HFSP,Ruben,270.txt,1237
HFSP,Ruben,271.txt,864
HFSP,Ruben,272.txt,846
HFSP,Ruben,273.txt,890
HFSP,Ruben,274.txt,841
HFSP,Ruben,275.txt,819
HFSP,Ruben,276.txt,803
HFSP,Ruben,277.txt,842
HFSP,Ruben,278.txt,831
HFSP,Ruben,279.txt,830
HFSP,Ruben,280.txt,897
HFSP,Ruben,281.txt,870
HFSP,Ruben,282.txt,850
HFSP,Ruben,283.txt,780
HFSP,Ruben,284.txt,844
HFSP,Ruben,285.txt,817
HFSP,Ruben,286.txt,870
HFSP,Ruben,287.txt,897
HFSP,Ruben,288.txt,824
HFSP,Ruben,289.txt,820
HFSP,Ruben,290.txt,800
HFSP,Ruben,291.txt,891
HFSP,Ruben,292.txt,874
HFSP,Ruben,293.txt,801
HFSP,Ruben,294.txt,844
HFSP,Ruben,295.txt,835
HFSP,Ruben,296.txt,825
HFSP,Ruben,297.txt,874
