problem,instance,num_jobs,num_machines,num_modes,num_resources,num_tasks
JSP,178.txt,10,10,100,10,100
JSP,179.txt,10,10,100,10,100
JSP,18.txt,20,15,300,15,300
JSP,180.txt,10,10,100,10,100
JSP,181.txt,15,10,150,10,150
JSP,182.txt,15,10,150,10,150
JSP,183.txt,15,10,150,10,150
JSP,184.txt,15,10,150,10,150
JSP,185.txt,15,10,150,10,150
JSP,186.txt,20,10,200,10,200
JSP,187.txt,20,10,200,10,200
JSP,188.txt,20,10,200,10,200
JSP,189.txt,20,10,200,10,200
JSP,19.txt,20,15,300,15,300
JSP,190.txt,20,10,200,10,200
JSP,191.txt,30,10,300,10,300
JSP,192.txt,30,10,300,10,300
JSP,193.txt,30,10,300,10,300
JSP,194.txt,30,10,300,10,300
JSP,195.txt,30,10,300,10,300
JSP,196.txt,15,15,225,15,225
JSP,197.txt,15,15,225,15,225
JSP,198.txt,15,15,225,15,225
JSP,199.txt,15,15,225,15,225
JSP,2.txt,15,15,225,15,225
JSP,20.txt,20,15,300,15,300
JSP,200.txt,15,15,225,15,225
JSP,201.txt,10,10,100,10,100
JSP,202.txt,10,10,100,10,100
JSP,203.txt,10,10,100,10,100
JSP,204.txt,10,10,100,10,100
JSP,205.txt,10,10,100,10,100
JSP,206.txt,10,10,100,10,100
JSP,207.txt,10,10,100,10,100
JSP,208.txt,10,10,100,10,100
JSP,209.txt,10,10,100,10,100
JSP,21.txt,20,20,400,20,400
JSP,210.txt,10,10,100,10,100
JSP,211.txt,20,10,200,10,200
JSP,212.txt,20,10,200,10,200
JSP,213.txt,20,10,200,10,200
JSP,214.txt,20,10,200,10,200
JSP,215.txt,20,10,200,10,200
JSP,216.txt,20,15,300,15,300
JSP,217.txt,20,15,300,15,300
JSP,218.txt,20,15,300,15,300
JSP,219.txt,20,15,300,15,300
JSP,22.txt,20,20,400,20,400
JSP,220.txt,20,15,300,15,300
JSP,221.txt,50,10,500,10,500
JSP,222.txt,50,10,500,10,500
JSP,223.txt,50,10,500,10,500
JSP,224.txt,50,10,500,10,500
JSP,225.txt,50,10,500,10,500
JSP,226.txt,50,10,500,10,500
JSP,227.txt,50,10,500,10,500
JSP,228.txt,50,10,500,10,500
JSP,229.txt,50,10,500,10,500
JSP,23.txt,20,20,400,20,400
JSP,230.txt,50,10,500,10,500
JSP,231.txt,20,20,400,20,400
JSP,232.txt,20,20,400,20,400
JSP,233.txt,20,20,400,20,400
JSP,234.txt,20,20,400,20,400
JSP,235.txt,6,6,36,6,36
JSP,236.txt,10,10,100,10,100
JSP,237.txt,20,5,100,5,100
JSP,238.txt,10,10,100,10,100
JSP,239.txt,10,10,100,10,100
JSP,24.txt,20,20,400,20,400
JSP,240.txt,20,15,300,15,300
JSP,241.txt,20,15,300,15,300
JSP,242.txt,20,15,300,15,300
JSP,25.txt,20,20,400,20,400
JSP,26.txt,20,20,400,20,400
JSP,27.txt,20,20,400,20,400
JSP,28.txt,20,20,400,20,400
JSP,29.txt,20,20,400,20,400
JSP,3.txt,15,15,225,15,225
JSP,30.txt,20,20,400,20,400
JSP,31.txt,30,15,450,15,450
JSP,32.txt,30,15,450,15,450
JSP,33.txt,30,15,450,15,450
JSP,34.txt,30,15,450,15,450
JSP,35.txt,30,15,450,15,450
JSP,36.txt,30,15,450,15,450
JSP,37.txt,30,15,450,15,450
JSP,38.txt,30,15,450,15,450
JSP,39.txt,30,15,450,15,450
JSP,4.txt,15,15,225,15,225
JSP,40.txt,30,15,450,15,450
JSP,41.txt,30,20,600,20,600
JSP,42.txt,30,20,600,20,600
JSP,43.txt,30,20,600,20,600
JSP,44.txt,30,20,600,20,600
JSP,45.txt,30,20,600,20,600
JSP,46.txt,30,20,600,20,600
JSP,47.txt,30,20,600,20,600
JSP,48.txt,30,20,600,20,600
JSP,49.txt,30,20,600,20,600
JSP,5.txt,15,15,225,15,225
JSP,50.txt,30,20,600,20,600
JSP,51.txt,50,15,750,15,750
JSP,52.txt,50,15,750,15,750
JSP,53.txt,50,15,750,15,750
JSP,54.txt,50,15,750,15,750
JSP,55.txt,50,15,750,15,750
JSP,56.txt,50,15,750,15,750
JSP,57.txt,50,15,750,15,750
JSP,58.txt,50,15,750,15,750
JSP,59.txt,50,15,750,15,750
JSP,6.txt,15,15,225,15,225
JSP,60.txt,50,15,750,15,750
JSP,61.txt,50,20,1000,20,1000
JSP,62.txt,50,20,1000,20,1000
JSP,63.txt,50,20,1000,20,1000
JSP,64.txt,50,20,1000,20,1000
JSP,65.txt,50,20,1000,20,1000
JSP,66.txt,50,20,1000,20,1000
JSP,67.txt,50,20,1000,20,1000
JSP,68.txt,50,20,1000,20,1000
JSP,69.txt,50,20,1000,20,1000
JSP,7.txt,15,15,225,15,225
JSP,70.txt,50,20,1000,20,1000
JSP,71.txt,100,20,2000,20,2000
JSP,72.txt,100,20,2000,20,2000
JSP,73.txt,100,20,2000,20,2000
JSP,74.txt,100,20,2000,20,2000
JSP,75.txt,100,20,2000,20,2000
JSP,76.txt,100,20,2000,20,2000
JSP,77.txt,100,20,2000,20,2000
JSP,78.txt,100,20,2000,20,2000
JSP,79.txt,100,20,2000,20,2000
JSP,8.txt,15,15,225,15,225
JSP,80.txt,100,20,2000,20,2000
JSP,81.txt,20,15,300,15,300
JSP,82.txt,20,15,300,15,300
JSP,83.txt,20,15,300,15,300
JSP,84.txt,20,15,300,15,300
JSP,85.txt,20,15,300,15,300
JSP,86.txt,20,20,400,20,400
JSP,87.txt,20,20,400,20,400
JSP,88.txt,20,20,400,20,400
JSP,89.txt,20,20,400,20,400
JSP,9.txt,15,15,225,15,225
JSP,90.txt,20,20,400,20,400
JSP,91.txt,30,15,450,15,450
JSP,92.txt,30,15,450,15,450
JSP,93.txt,30,15,450,15,450
JSP,94.txt,30,15,450,15,450
JSP,95.txt,30,15,450,15,450
JSP,96.txt,30,20,600,20,600
JSP,97.txt,30,20,600,20,600
JSP,98.txt,30,20,600,20,600
JSP,99.txt,30,20,600,20,600
MMRCPSP,J100100_1.txt,1,0,302,4,102
MMRCPSP,J100100_2.txt,1,0,302,4,102
MMRCPSP,J100100_3.txt,1,0,302,4,102
MMRCPSP,J100100_4.txt,1,0,302,4,102
MMRCPSP,J100100_5.txt,1,0,302,4,102
MMRCPSP,J100101_1.txt,1,0,302,4,102
MMRCPSP,J100101_2.txt,1,0,302,4,102
MMRCPSP,J100101_3.txt,1,0,302,4,102
MMRCPSP,J100101_4.txt,1,0,302,4,102
MMRCPSP,J100101_5.txt,1,0,302,4,102
MMRCPSP,J100102_1.txt,1,0,302,4,102
MMRCPSP,J100102_2.txt,1,0,302,4,102
MMRCPSP,J100102_3.txt,1,0,302,4,102
MMRCPSP,J100102_4.txt,1,0,302,4,102
MMRCPSP,J100102_5.txt,1,0,302,4,102
MMRCPSP,J100103_1.txt,1,0,302,4,102
MMRCPSP,J100103_2.txt,1,0,302,4,102
MMRCPSP,J100103_3.txt,1,0,302,4,102
MMRCPSP,J100103_4.txt,1,0,302,4,102
MMRCPSP,J100103_5.txt,1,0,302,4,102
MMRCPSP,J100104_1.txt,1,0,302,4,102
MMRCPSP,J100104_2.txt,1,0,302,4,102
MMRCPSP,J100104_3.txt,1,0,302,4,102
MMRCPSP,J100104_4.txt,1,0,302,4,102
MMRCPSP,J100104_5.txt,1,0,302,4,102
MMRCPSP,J100105_1.txt,1,0,302,4,102
MMRCPSP,J100105_2.txt,1,0,302,4,102
MMRCPSP,J100105_3.txt,1,0,302,4,102
MMRCPSP,J100105_4.txt,1,0,302,4,102
MMRCPSP,J100105_5.txt,1,0,302,4,102
MMRCPSP,J100106_1.txt,1,0,302,4,102
MMRCPSP,J100106_2.txt,1,0,302,4,102
MMRCPSP,J100106_3.txt,1,0,302,4,102
MMRCPSP,J100106_4.txt,1,0,302,4,102
MMRCPSP,J100106_5.txt,1,0,302,4,102
MMRCPSP,J100107_1.txt,1,0,302,4,102
MMRCPSP,J100107_2.txt,1,0,302,4,102
MMRCPSP,J100107_3.txt,1,0,302,4,102
MMRCPSP,J100107_4.txt,1,0,302,4,102
MMRCPSP,J100107_5.txt,1,0,302,4,102
MMRCPSP,J100108_1.txt,1,0,302,4,102
MMRCPSP,J100108_2.txt,1,0,302,4,102
MMRCPSP,J100108_3.txt,1,0,302,4,102
MMRCPSP,J100108_4.txt,1,0,302,4,102
MMRCPSP,J100108_5.txt,1,0,302,4,102
MMRCPSP,J10010_1.txt,1,0,302,4,102
MMRCPSP,J10010_2.txt,1,0,302,4,102
MMRCPSP,J10010_3.txt,1,0,302,4,102
MMRCPSP,J10010_4.txt,1,0,302,4,102
MMRCPSP,J10010_5.txt,1,0,302,4,102
MMRCPSP,J10011_1.txt,1,0,302,4,102
MMRCPSP,J10011_2.txt,1,0,302,4,102
MMRCPSP,J10011_3.txt,1,0,302,4,102
MMRCPSP,J10011_4.txt,1,0,302,4,102
MMRCPSP,J10011_5.txt,1,0,302,4,102
MMRCPSP,J10012_1.txt,1,0,302,4,102
MMRCPSP,J10012_2.txt,1,0,302,4,102
MMRCPSP,J10012_3.txt,1,0,302,4,102
MMRCPSP,J10012_4.txt,1,0,302,4,102
MMRCPSP,J10012_5.txt,1,0,302,4,102
MMRCPSP,J10013_1.txt,1,0,302,4,102
MMRCPSP,J10013_2.txt,1,0,302,4,102
MMRCPSP,J10013_3.txt,1,0,302,4,102
MMRCPSP,J10013_4.txt,1,0,302,4,102
MMRCPSP,J10013_5.txt,1,0,302,4,102
MMRCPSP,J10014_1.txt,1,0,302,4,102
MMRCPSP,J10014_2.txt,1,0,302,4,102
MMRCPSP,J10014_3.txt,1,0,302,4,102
MMRCPSP,J10014_4.txt,1,0,302,4,102
MMRCPSP,J10014_5.txt,1,0,302,4,102
MMRCPSP,J10015_1.txt,1,0,302,4,102
MMRCPSP,J10015_2.txt,1,0,302,4,102
MMRCPSP,J10015_3.txt,1,0,302,4,102
MMRCPSP,J10015_4.txt,1,0,302,4,102
MMRCPSP,J10015_5.txt,1,0,302,4,102
MMRCPSP,J10016_1.txt,1,0,302,4,102
MMRCPSP,J10016_2.txt,1,0,302,4,102
MMRCPSP,J10016_3.txt,1,0,302,4,102
MMRCPSP,J10016_4.txt,1,0,302,4,102
MMRCPSP,J10016_5.txt,1,0,302,4,102
MMRCPSP,J10017_1.txt,1,0,302,4,102
MMRCPSP,J10017_2.txt,1,0,302,4,102
MMRCPSP,J10017_3.txt,1,0,302,4,102
MMRCPSP,J10017_4.txt,1,0,302,4,102
MMRCPSP,J10017_5.txt,1,0,302,4,102
MMRCPSP,J10018_1.txt,1,0,302,4,102
MMRCPSP,J10018_2.txt,1,0,302,4,102
MMRCPSP,J10018_3.txt,1,0,302,4,102
MMRCPSP,J10018_4.txt,1,0,302,4,102
MMRCPSP,J10018_5.txt,1,0,302,4,102
MMRCPSP,J10019_1.txt,1,0,302,4,102
MMRCPSP,J10019_2.txt,1,0,302,4,102
MMRCPSP,J10019_3.txt,1,0,302,4,102
MMRCPSP,J10019_4.txt,1,0,302,4,102
MMRCPSP,J10019_5.txt,1,0,302,4,102
MMRCPSP,J1001_1.txt,1,0,302,4,102
MMRCPSP,J1001_2.txt,1,0,302,4,102
MMRCPSP,J1001_3.txt,1,0,302,4,102
MMRCPSP,J1001_4.txt,1,0,302,4,102
MMRCPSP,J1001_5.txt,1,0,302,4,102
MMRCPSP,J10020_1.txt,1,0,302,4,102
MMRCPSP,J10020_2.txt,1,0,302,4,102
MMRCPSP,J10020_3.txt,1,0,302,4,102
MMRCPSP,J10020_4.txt,1,0,302,4,102
MMRCPSP,J10020_5.txt,1,0,302,4,102
MMRCPSP,J10021_1.txt,1,0,302,4,102
MMRCPSP,J10021_2.txt,1,0,302,4,102
MMRCPSP,J10021_3.txt,1,0,302,4,102
MMRCPSP,J10021_4.txt,1,0,302,4,102
MMRCPSP,J10021_5.txt,1,0,302,4,102
MMRCPSP,J10022_1.txt,1,0,302,4,102
MMRCPSP,J10022_2.txt,1,0,302,4,102
MMRCPSP,J10022_3.txt,1,0,302,4,102
MMRCPSP,J10022_4.txt,1,0,302,4,102
MMRCPSP,J10022_5.txt,1,0,302,4,102
MMRCPSP,J10023_1.txt,1,0,302,4,102
MMRCPSP,J10023_2.txt,1,0,302,4,102
MMRCPSP,J10023_3.txt,1,0,302,4,102
MMRCPSP,J10023_4.txt,1,0,302,4,102
MMRCPSP,J10023_5.txt,1,0,302,4,102
MMRCPSP,J10024_1.txt,1,0,302,4,102
MMRCPSP,J10024_2.txt,1,0,302,4,102
MMRCPSP,J10024_3.txt,1,0,302,4,102
MMRCPSP,J10024_4.txt,1,0,302,4,102
MMRCPSP,J10024_5.txt,1,0,302,4,102
MMRCPSP,J10025_1.txt,1,0,302,4,102
MMRCPSP,J10025_2.txt,1,0,302,4,102
MMRCPSP,J10025_3.txt,1,0,302,4,102
MMRCPSP,J10025_4.txt,1,0,302,4,102
MMRCPSP,J10025_5.txt,1,0,302,4,102
MMRCPSP,J10026_1.txt,1,0,302,4,102
MMRCPSP,J10026_2.txt,1,0,302,4,102
MMRCPSP,J10026_3.txt,1,0,302,4,102
MMRCPSP,J10026_4.txt,1,0,302,4,102
MMRCPSP,J10026_5.txt,1,0,302,4,102
MMRCPSP,J10027_1.txt,1,0,302,4,102
MMRCPSP,J10027_2.txt,1,0,302,4,102
MMRCPSP,J10027_3.txt,1,0,302,4,102
MMRCPSP,J10027_4.txt,1,0,302,4,102
MMRCPSP,J10027_5.txt,1,0,302,4,102
MMRCPSP,J10028_1.txt,1,0,302,4,102
MMRCPSP,J10028_2.txt,1,0,302,4,102
MMRCPSP,J10028_3.txt,1,0,302,4,102
MMRCPSP,J10028_4.txt,1,0,302,4,102
MMRCPSP,J10028_5.txt,1,0,302,4,102
MMRCPSP,J10029_1.txt,1,0,302,4,102
MMRCPSP,J10029_2.txt,1,0,302,4,102
MMRCPSP,J10029_3.txt,1,0,302,4,102
MMRCPSP,J10029_4.txt,1,0,302,4,102
MMRCPSP,J10029_5.txt,1,0,302,4,102
MMRCPSP,J1002_1.txt,1,0,302,4,102
MMRCPSP,J1002_2.txt,1,0,302,4,102
MMRCPSP,J1002_3.txt,1,0,302,4,102
MMRCPSP,J1002_4.txt,1,0,302,4,102
MMRCPSP,J1002_5.txt,1,0,302,4,102
MMRCPSP,J10030_1.txt,1,0,302,4,102
MMRCPSP,J10030_2.txt,1,0,302,4,102
MMRCPSP,J10030_3.txt,1,0,302,4,102
MMRCPSP,J10030_4.txt,1,0,302,4,102
MMRCPSP,J10030_5.txt,1,0,302,4,102
MMRCPSP,J10031_1.txt,1,0,302,4,102
MMRCPSP,J10031_2.txt,1,0,302,4,102
MMRCPSP,J10031_3.txt,1,0,302,4,102
MMRCPSP,J10031_4.txt,1,0,302,4,102
MMRCPSP,J10031_5.txt,1,0,302,4,102
MMRCPSP,J10032_1.txt,1,0,302,4,102
MMRCPSP,J10032_2.txt,1,0,302,4,102
MMRCPSP,J10032_3.txt,1,0,302,4,102
MMRCPSP,J10032_4.txt,1,0,302,4,102
MMRCPSP,J10032_5.txt,1,0,302,4,102
MMRCPSP,J10033_1.txt,1,0,302,4,102
MMRCPSP,J10033_2.txt,1,0,302,4,102
MMRCPSP,J10033_3.txt,1,0,302,4,102
MMRCPSP,J10033_4.txt,1,0,302,4,102
MMRCPSP,J10033_5.txt,1,0,302,4,102
MMRCPSP,J10034_1.txt,1,0,302,4,102
MMRCPSP,J10034_2.txt,1,0,302,4,102
MMRCPSP,J10034_3.txt,1,0,302,4,102
MMRCPSP,J10034_4.txt,1,0,302,4,102
MMRCPSP,J10034_5.txt,1,0,302,4,102
MMRCPSP,J10035_1.txt,1,0,302,4,102
MMRCPSP,J10035_2.txt,1,0,302,4,102
MMRCPSP,J10035_3.txt,1,0,302,4,102
MMRCPSP,J10035_4.txt,1,0,302,4,102
MMRCPSP,J10035_5.txt,1,0,302,4,102
MMRCPSP,J10036_1.txt,1,0,302,4,102
MMRCPSP,J10036_2.txt,1,0,302,4,102
MMRCPSP,J10036_3.txt,1,0,302,4,102
MMRCPSP,J10036_4.txt,1,0,302,4,102
MMRCPSP,J10036_5.txt,1,0,302,4,102
MMRCPSP,J10037_1.txt,1,0,302,4,102
MMRCPSP,J10037_2.txt,1,0,302,4,102
MMRCPSP,J10037_3.txt,1,0,302,4,102
MMRCPSP,J10037_4.txt,1,0,302,4,102
MMRCPSP,J10037_5.txt,1,0,302,4,102
MMRCPSP,J10038_1.txt,1,0,302,4,102
MMRCPSP,J10038_2.txt,1,0,302,4,102
MMRCPSP,J10038_3.txt,1,0,302,4,102
MMRCPSP,J10038_4.txt,1,0,302,4,102
MMRCPSP,J10038_5.txt,1,0,302,4,102
MMRCPSP,J10039_1.txt,1,0,302,4,102
MMRCPSP,J10039_2.txt,1,0,302,4,102
MMRCPSP,J10039_3.txt,1,0,302,4,102
MMRCPSP,J10039_4.txt,1,0,302,4,102
MMRCPSP,J10039_5.txt,1,0,302,4,102
MMRCPSP,J1003_1.txt,1,0,302,4,102
MMRCPSP,J1003_2.txt,1,0,302,4,102
MMRCPSP,J1003_3.txt,1,0,302,4,102
MMRCPSP,J1003_4.txt,1,0,302,4,102
MMRCPSP,J1003_5.txt,1,0,302,4,102
MMRCPSP,J10040_1.txt,1,0,302,4,102
MMRCPSP,J10040_2.txt,1,0,302,4,102
MMRCPSP,J10040_3.txt,1,0,302,4,102
MMRCPSP,J10040_4.txt,1,0,302,4,102
MMRCPSP,J10040_5.txt,1,0,302,4,102
MMRCPSP,J10041_1.txt,1,0,302,4,102
MMRCPSP,J10041_2.txt,1,0,302,4,102
MMRCPSP,J10041_3.txt,1,0,302,4,102
MMRCPSP,J10041_4.txt,1,0,302,4,102
MMRCPSP,J10041_5.txt,1,0,302,4,102
MMRCPSP,J10042_1.txt,1,0,302,4,102
MMRCPSP,J10042_2.txt,1,0,302,4,102
MMRCPSP,J10042_3.txt,1,0,302,4,102
MMRCPSP,J10042_4.txt,1,0,302,4,102
MMRCPSP,J10042_5.txt,1,0,302,4,102
MMRCPSP,J10043_1.txt,1,0,302,4,102
MMRCPSP,J10043_2.txt,1,0,302,4,102
MMRCPSP,J10043_3.txt,1,0,302,4,102
MMRCPSP,J10043_4.txt,1,0,302,4,102
MMRCPSP,J10043_5.txt,1,0,302,4,102
MMRCPSP,J10044_1.txt,1,0,302,4,102
MMRCPSP,J10044_2.txt,1,0,302,4,102
MMRCPSP,J10044_3.txt,1,0,302,4,102
MMRCPSP,J10044_4.txt,1,0,302,4,102
MMRCPSP,J10044_5.txt,1,0,302,4,102
MMRCPSP,J10045_1.txt,1,0,302,4,102
MMRCPSP,J10045_2.txt,1,0,302,4,102
MMRCPSP,J10045_3.txt,1,0,302,4,102
MMRCPSP,J10045_4.txt,1,0,302,4,102
MMRCPSP,J10045_5.txt,1,0,302,4,102
MMRCPSP,J10046_1.txt,1,0,302,4,102
MMRCPSP,J10046_2.txt,1,0,302,4,102
MMRCPSP,J10046_3.txt,1,0,302,4,102
MMRCPSP,J10046_4.txt,1,0,302,4,102
MMRCPSP,J10046_5.txt,1,0,302,4,102
MMRCPSP,J10047_1.txt,1,0,302,4,102
MMRCPSP,J10047_2.txt,1,0,302,4,102
MMRCPSP,J10047_3.txt,1,0,302,4,102
MMRCPSP,J10047_4.txt,1,0,302,4,102
MMRCPSP,J10047_5.txt,1,0,302,4,102
MMRCPSP,J10048_1.txt,1,0,302,4,102
MMRCPSP,J10048_2.txt,1,0,302,4,102
MMRCPSP,J10048_3.txt,1,0,302,4,102
MMRCPSP,J10048_4.txt,1,0,302,4,102
MMRCPSP,J10048_5.txt,1,0,302,4,102
MMRCPSP,J10049_1.txt,1,0,302,4,102
MMRCPSP,J10049_2.txt,1,0,302,4,102
MMRCPSP,J10049_3.txt,1,0,302,4,102
MMRCPSP,J10049_4.txt,1,0,302,4,102
MMRCPSP,J10049_5.txt,1,0,302,4,102
MMRCPSP,J1004_1.txt,1,0,302,4,102
MMRCPSP,J1004_2.txt,1,0,302,4,102
MMRCPSP,J1004_3.txt,1,0,302,4,102
MMRCPSP,J1004_4.txt,1,0,302,4,102
MMRCPSP,J1004_5.txt,1,0,302,4,102
MMRCPSP,J10050_1.txt,1,0,302,4,102
MMRCPSP,J10050_2.txt,1,0,302,4,102
MMRCPSP,J10050_3.txt,1,0,302,4,102
MMRCPSP,J10050_4.txt,1,0,302,4,102
MMRCPSP,J10050_5.txt,1,0,302,4,102
MMRCPSP,J10051_1.txt,1,0,302,4,102
MMRCPSP,J10051_2.txt,1,0,302,4,102
MMRCPSP,J10051_3.txt,1,0,302,4,102
MMRCPSP,J10051_4.txt,1,0,302,4,102
MMRCPSP,J10051_5.txt,1,0,302,4,102
MMRCPSP,J10052_1.txt,1,0,302,4,102
MMRCPSP,J10052_2.txt,1,0,302,4,102
MMRCPSP,J10052_3.txt,1,0,302,4,102
MMRCPSP,J10052_4.txt,1,0,302,4,102
MMRCPSP,J10052_5.txt,1,0,302,4,102
MMRCPSP,J10053_1.txt,1,0,302,4,102
MMRCPSP,J10053_2.txt,1,0,302,4,102
MMRCPSP,J10053_3.txt,1,0,302,4,102
MMRCPSP,J10053_4.txt,1,0,302,4,102
MMRCPSP,J10053_5.txt,1,0,302,4,102
MMRCPSP,J10054_1.txt,1,0,302,4,102
MMRCPSP,J10054_2.txt,1,0,302,4,102
MMRCPSP,J10054_3.txt,1,0,302,4,102
MMRCPSP,J10054_4.txt,1,0,302,4,102
MMRCPSP,J10054_5.txt,1,0,302,4,102
MMRCPSP,J10055_1.txt,1,0,302,4,102
MMRCPSP,J10055_2.txt,1,0,302,4,102
MMRCPSP,J10055_3.txt,1,0,302,4,102
MMRCPSP,J10055_4.txt,1,0,302,4,102
MMRCPSP,J10055_5.txt,1,0,302,4,102
MMRCPSP,J10056_1.txt,1,0,302,4,102
MMRCPSP,J10056_2.txt,1,0,302,4,102
MMRCPSP,J10056_3.txt,1,0,302,4,102
MMRCPSP,J10056_4.txt,1,0,302,4,102
MMRCPSP,J10056_5.txt,1,0,302,4,102
MMRCPSP,J10057_1.txt,1,0,302,4,102
MMRCPSP,J10057_2.txt,1,0,302,4,102
MMRCPSP,J10057_3.txt,1,0,302,4,102
MMRCPSP,J10057_4.txt,1,0,302,4,102
MMRCPSP,J10057_5.txt,1,0,302,4,102
MMRCPSP,J10058_1.txt,1,0,302,4,102
MMRCPSP,J10058_2.txt,1,0,302,4,102
MMRCPSP,J10058_3.txt,1,0,302,4,102
MMRCPSP,J10058_4.txt,1,0,302,4,102
MMRCPSP,J10058_5.txt,1,0,302,4,102
MMRCPSP,J10059_1.txt,1,0,302,4,102
MMRCPSP,J10059_2.txt,1,0,302,4,102
MMRCPSP,J10059_3.txt,1,0,302,4,102
MMRCPSP,J10059_4.txt,1,0,302,4,102
MMRCPSP,J10059_5.txt,1,0,302,4,102
MMRCPSP,J1005_1.txt,1,0,302,4,102
MMRCPSP,J1005_2.txt,1,0,302,4,102
MMRCPSP,J1005_3.txt,1,0,302,4,102
MMRCPSP,J1005_4.txt,1,0,302,4,102
MMRCPSP,J1005_5.txt,1,0,302,4,102
MMRCPSP,J10060_1.txt,1,0,302,4,102
MMRCPSP,J10060_2.txt,1,0,302,4,102
MMRCPSP,J10060_3.txt,1,0,302,4,102
MMRCPSP,J10060_4.txt,1,0,302,4,102
MMRCPSP,J10060_5.txt,1,0,302,4,102
MMRCPSP,J10061_1.txt,1,0,302,4,102
MMRCPSP,J10061_2.txt,1,0,302,4,102
MMRCPSP,J10061_3.txt,1,0,302,4,102
MMRCPSP,J10061_4.txt,1,0,302,4,102
MMRCPSP,J10061_5.txt,1,0,302,4,102
MMRCPSP,J10062_1.txt,1,0,302,4,102
MMRCPSP,J10062_2.txt,1,0,302,4,102
MMRCPSP,J10062_3.txt,1,0,302,4,102
MMRCPSP,J10062_4.txt,1,0,302,4,102
MMRCPSP,J10062_5.txt,1,0,302,4,102
MMRCPSP,J10063_1.txt,1,0,302,4,102
MMRCPSP,J10063_2.txt,1,0,302,4,102
MMRCPSP,J10063_3.txt,1,0,302,4,102
MMRCPSP,J10063_4.txt,1,0,302,4,102
MMRCPSP,J10063_5.txt,1,0,302,4,102
MMRCPSP,J10064_1.txt,1,0,302,4,102
MMRCPSP,J10064_2.txt,1,0,302,4,102
MMRCPSP,J10064_3.txt,1,0,302,4,102
MMRCPSP,J10064_4.txt,1,0,302,4,102
MMRCPSP,J10064_5.txt,1,0,302,4,102
MMRCPSP,J10065_1.txt,1,0,302,4,102
MMRCPSP,J10065_2.txt,1,0,302,4,102
MMRCPSP,J10065_3.txt,1,0,302,4,102
MMRCPSP,J10065_4.txt,1,0,302,4,102
MMRCPSP,J10065_5.txt,1,0,302,4,102
MMRCPSP,J10066_1.txt,1,0,302,4,102
MMRCPSP,J10066_2.txt,1,0,302,4,102
MMRCPSP,J10066_3.txt,1,0,302,4,102
MMRCPSP,J10066_4.txt,1,0,302,4,102
MMRCPSP,J10066_5.txt,1,0,302,4,102
MMRCPSP,J10067_1.txt,1,0,302,4,102
MMRCPSP,J10067_2.txt,1,0,302,4,102
MMRCPSP,J10067_3.txt,1,0,302,4,102
MMRCPSP,J10067_4.txt,1,0,302,4,102
MMRCPSP,J10067_5.txt,1,0,302,4,102
MMRCPSP,J10068_1.txt,1,0,302,4,102
MMRCPSP,J10068_2.txt,1,0,302,4,102
MMRCPSP,J10068_3.txt,1,0,302,4,102
MMRCPSP,J10068_4.txt,1,0,302,4,102
MMRCPSP,J10068_5.txt,1,0,302,4,102
MMRCPSP,J10069_1.txt,1,0,302,4,102
MMRCPSP,J10069_2.txt,1,0,302,4,102
MMRCPSP,J10069_3.txt,1,0,302,4,102
MMRCPSP,J10069_4.txt,1,0,302,4,102
MMRCPSP,J10069_5.txt,1,0,302,4,102
MMRCPSP,J1006_1.txt,1,0,302,4,102
MMRCPSP,J1006_2.txt,1,0,302,4,102
MMRCPSP,J1006_3.txt,1,0,302,4,102
MMRCPSP,J1006_4.txt,1,0,302,4,102
MMRCPSP,J1006_5.txt,1,0,302,4,102
MMRCPSP,J10070_1.txt,1,0,302,4,102
MMRCPSP,J10070_2.txt,1,0,302,4,102
MMRCPSP,J10070_3.txt,1,0,302,4,102
MMRCPSP,J10070_4.txt,1,0,302,4,102
MMRCPSP,J10070_5.txt,1,0,302,4,102
MMRCPSP,J10071_1.txt,1,0,302,4,102
MMRCPSP,J10071_2.txt,1,0,302,4,102
MMRCPSP,J10071_3.txt,1,0,302,4,102
MMRCPSP,J10071_4.txt,1,0,302,4,102
MMRCPSP,J10071_5.txt,1,0,302,4,102
MMRCPSP,J10072_1.txt,1,0,302,4,102
MMRCPSP,J10072_2.txt,1,0,302,4,102
MMRCPSP,J10072_3.txt,1,0,302,4,102
MMRCPSP,J10072_4.txt,1,0,302,4,102
MMRCPSP,J10072_5.txt,1,0,302,4,102
MMRCPSP,J10073_1.txt,1,0,302,4,102
MMRCPSP,J10073_2.txt,1,0,302,4,102
MMRCPSP,J10073_3.txt,1,0,302,4,102
MMRCPSP,J10073_4.txt,1,0,302,4,102
MMRCPSP,J10073_5.txt,1,0,302,4,102
MMRCPSP,J10074_1.txt,1,0,302,4,102
MMRCPSP,J10074_2.txt,1,0,302,4,102
MMRCPSP,J10074_3.txt,1,0,302,4,102
MMRCPSP,J10074_4.txt,1,0,302,4,102
MMRCPSP,J10074_5.txt,1,0,302,4,102
MMRCPSP,J10075_1.txt,1,0,302,4,102
MMRCPSP,J10075_2.txt,1,0,302,4,102
MMRCPSP,J10075_3.txt,1,0,302,4,102
MMRCPSP,J10075_4.txt,1,0,302,4,102
MMRCPSP,J10075_5.txt,1,0,302,4,102
MMRCPSP,J10076_1.txt,1,0,302,4,102
