Title;J90
Description;Dataset proposed in the paper Kolisch, R. and A. Sprecher (1996): PSPLIB - A project scheduling library, European Journal of Operational Research, Vol. 96,pp. 205--216.
Number;480
Format;sm
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
125;j9013_5.sm;0;0;108;2;23;115;3;12000;0;0;0;79;498;90;1,467;0,209;0,135;0,400;0,005;0,766;0,286;4;1,000;4,000;0,202;0,200;0;0,000;0,000;0,000;0,000;1,000
126;j9013_6.sm;0;0;118;6;3600010;123;3;12000;0;0;0;76;479;90;1,467;0,212;0,146;0,366;0,009;0,744;0,311;4;1,000;4,000;0,198;0,222;0;0,000;0,000;0,000;0,000;1,000
127;j9013_7.sm;0;0;117;8;0;124;3;12000;0;0;0;89;499;90;1,467;0,219;0,169;0,422;0,005;0,767;0,393;4;1,000;4,000;0,201;0,218;0;0,000;0,000;0,000;0,000;1,000
128;j9013_8.sm;0;0;112;6;3600010;116;3;12000;0;0;0;59;496;90;1,467;0,175;0,101;0,361;0,010;0,825;0,157;4;1,000;4,000;0,200;0,197;0;0,000;0,000;0,000;0,000;1,000
129;j9013_9.sm;0;0;117;6;3600010;123;3;13000;0;0;0;82;435;90;1,467;0,232;0,157;0,343;0,006;0,781;0,251;4;1,000;4,000;0,199;0,241;0;0,000;0,000;0,000;0,000;1,000
130;j9013_10.sm;0;0;113;5;0;119;3;12000;0;0;0;70;487;90;1,467;0,183;0,112;0,394;0,006;0,817;0,232;4;1,000;4,000;0,198;0,215;0;0,000;0,000;0,000;0,000;1,000
131;j9014_1.sm;0;0;89;CPM;0;89;1;1;89;1;1;89;500;90;1,467;0,203;0,124;0,357;0,010;0,811;0,183;4;1,000;4,000;0,503;0,119;0;0,000;0,000;0,000;0,000;1,000
132;j9014_2.sm;0;0;79;CPM;0;79;1;1;79;1;1;79;473;90;1,467;0,195;0,146;0,411;0,007;0,781;0,368;4;1,000;4,000;0,502;0,117;0;0,000;0,000;0,000;0,000;1,000
133;j9014_3.sm;0;0;94;CPM;0;94;1;3;94;1;3;94;498;90;1,467;0,200;0,135;0,386;0,001;0,733;0,319;4;1,000;4,000;0,503;0,106;0;0,000;0,000;0,000;0,000;1,000
134;j9014_4.sm;0;0;88;CPM;0;88;1;3;88;1;3;88;499;90;1,467;0,237;0,157;0,357;0,006;0,752;0,304;4;1,000;4,000;0,502;0,121;0;0,000;0,000;0,000;0,000;1,000
135;j9014_5.sm;0;0;84;CPM;0;84;1;1;84;1;1;84;492;90;1,467;0,187;0,124;0,406;0,008;0,778;0,295;4;1,000;4,000;0,501;0,105;0;0,000;0,000;0,000;0,000;1,000
136;j9014_6.sm;0;0;76;CPM;0;76;6;1487890;76;6;1487890;76;513;90;1,467;0,200;0,135;0,373;0,006;0,772;0,293;4;1,000;4,000;0,502;0,116;0;0,000;0,000;0,000;0,000;1,000
137;j9014_7.sm;0;0;86;CPM;0;86;1;10;86;1;10;86;500;90;1,467;0,205;0,124;0,371;0,002;0,749;0,221;4;1,000;4,000;0,503;0,091;0;0,000;0,000;0,000;0,000;1,000
138;j9014_8.sm;0;0;80;CPM;0;80;1;3;80;1;3;80;517;90;1,467;0,196;0,124;0,378;0,012;0,796;0,262;4;1,000;4,000;0,502;0,108;0;0,000;0,000;0,000;0,000;1,000
139;j9014_9.sm;0;0;112;CPM;0;112;1;0;112;1;0;112;532;90;1,467;0,231;0,180;0,417;0,005;0,720;0,375;4;1,000;4,000;0,505;0,130;0;0,000;0,000;0,000;0,000;1,000
140;j9014_10.sm;0;0;85;CPM;0;85;1;4;85;1;4;85;498;90;1,467;0,207;0,135;0,358;0,000;0,725;0,275;4;1,000;4,000;0,504;0,122;0;0,000;0,000;0,000;0,000;1,000
141;j9015_1.sm;0;0;76;CPM;0;76;1;1;76;1;1;76;451;90;1,467;0,216;0,135;0,345;0,007;0,778;0,271;4;1,000;4,000;0,697;0,083;0;0,000;0,000;0,000;0,000;1,000
142;j9015_2.sm;0;0;71;CPM;0;71;1;2;71;1;2;71;501;90;1,467;0,178;0,135;0,399;0,009;0,754;0,359;4;1,000;4,000;0,699;0,084;0;0,000;0,000;0,000;0,000;1,000
143;j9015_3.sm;0;0;82;CPM;0;82;1;1;82;1;1;82;480;90;1,467;0,204;0,146;0,310;0,009;0,752;0,330;4;1,000;4,000;0,703;0,094;0;0,000;0,000;0,000;0,000;1,000
144;j9015_4.sm;0;0;92;CPM;0;92;1;2;92;1;2;92;498;90;1,467;0,179;0,124;0,420;0,007;0,793;0,315;4;1,000;4,000;0,696;0,082;0;0,000;0,000;0,000;0,000;1,000
145;j9015_5.sm;0;0;93;CPM;0;93;1;0;93;1;0;93;498;90;1,467;0,233;0,157;0,286;0,011;0,737;0,286;4;1,000;4,000;0,701;0,116;0;0,000;0,000;0,000;0,000;1,000
146;j9015_6.sm;0;0;61;CPM;0;61;1;1;61;1;1;61;491;90;1,467;0,189;0,146;0,474;0,007;0,769;0,386;4;1,000;4,000;0,701;0,080;0;0,000;0,000;0,000;0,000;1,000
147;j9015_7.sm;0;0;82;CPM;0;82;1;0;82;1;0;82;474;90;1,467;0,189;0,124;0,294;0,008;0,736;0,203;4;1,000;4,000;0,701;0,095;0;0,000;0,000;0,000;0,000;1,000
148;j9015_8.sm;0;0;82;CPM;0;82;1;1;82;1;1;82;477;90;1,467;0,220;0,146;0,397;0,005;0,737;0,314;4;1,000;4,000;0,702;0,101;0;0,000;0,000;0,000;0,000;1,000
149;j9015_9.sm;0;0;83;CPM;0;83;1;1;83;1;1;83;499;90;1,467;0,222;0,146;0,423;0,005;0,776;0,267;4;1,000;4,000;0,701;0,081;0;0,000;0,000;0,000;0,000;1,000
150;j9015_10.sm;0;0;78;CPM;0;78;1;1;78;1;1;78;480;90;1,467;0,230;0,146;0,417;0,008;0,787;0,319;4;1,000;4,000;0,698;0,097;0;0,000;0,000;0,000;0,000;1,000
151;j9016_1.sm;0;0;85;CPM;0;85;1;1;85;1;1;85;509;90;1,467;0,223;0,135;0,358;0,006;0,776;0,234;4;1,000;4,000;1,000;0,063;0;0,000;0,000;0,000;0,000;1,000
152;j9016_2.sm;0;0;71;CPM;0;71;1;0;71;1;0;71;475;90;1,467;0,198;0,146;0,425;0,011;0,776;0,373;4;1,000;4,000;1,000;0,067;0;0,000;0,000;0,000;0,000;1,000
153;j9016_3.sm;0;0;73;CPM;0;73;1;0;73;1;0;73;498;90;1,467;0,208;0,146;0,368;0,012;0,781;0,333;4;1,000;4,000;1,000;0,077;0;0,000;0,000;0,000;0,000;1,000
154;j9016_4.sm;0;0;69;CPM;0;69;1;0;69;1;0;69;490;90;1,467;0,195;0,124;0,378;0,006;0,813;0,282;4;1,000;4,000;1,000;0,066;0;0,000;0,000;0,000;0,000;1,000
155;j9016_5.sm;0;0;71;CPM;0;71;1;0;71;1;0;71;456;90;1,467;0,221;0,146;0,277;0,010;0,754;0,305;4;1,000;4,000;1,000;0,064;0;0,000;0,000;0,000;0,000;1,000
156;j9016_6.sm;0;0;74;CPM;0;74;1;1;74;1;1;74;532;90;1,467;0,192;0,112;0,366;0,010;0,830;0,161;4;1,000;4,000;1,000;0,048;0;0,000;0,000;0,000;0,000;1,000
157;j9016_7.sm;0;0;65;CPM;0;65;1;0;65;1;0;65;432;90;1,467;0,209;0,146;0,247;0,003;0,696;0,320;4;1,000;4,000;1,000;0,068;0;0,000;0,000;0,000;0,000;1,000
158;j9016_8.sm;0;0;71;CPM;0;71;1;1;71;1;1;71;478;90;1,467;0,245;0,146;0,431;0,009;0,778;0,303;4;1,000;4,000;1,000;0,060;0;0,000;0,000;0,000;0,000;1,000
159;j9016_9.sm;0;0;66;CPM;0;66;1;1;66;1;1;66;527;90;1,467;0,210;0,135;0,316;0,009;0,725;0,297;4;1,000;4,000;1,000;0,066;0;0,000;0,000;0,000;0,000;1,000
160;j9016_10.sm;0;0;71;CPM;0;71;1;0;71;1;0;71;452;90;1,467;0,209;0,146;0,403;0,011;0,770;0,320;4;1,000;4,000;1,000;0,073;0;0,000;0,000;0,000;0,000;1,000
161;j9017_1.sm;0;0;92;8;80;92;6;3600010;92;8;80;78;513;90;1,778;0,280;0,124;0,329;0,013;0,790;0,192;4;0,250;1,000;0,206;0,409;0;0,000;0,000;0,000;0,000;1,000
162;j9017_2.sm;0;0;100;6;16580;100;1;66661;100;6;16580;87;496;90;1,778;0,297;0,157;0,286;0,009;0,782;0,240;4;0,250;1,000;0,191;0,420;0;0,000;0,000;0,000;0,000;1,000
163;j9017_3.sm;0;0;89;1;17808;89;1;17808;89;1;17808;86;502;90;1,778;0,313;0,146;0,310;0,012;0,767;0,222;4;0,250;1,000;0,203;0,350;0;0,000;0,000;0,000;0,000;1,000
164;j9017_4.sm;0;0;94;1;18103;94;1;18103;94;1;18103;92;481;90;1,778;0,336;0,180;0,334;0,010;0,732;0,326;4;0,250;1,000;0,201;0,383;0;0,000;0,000;0,000;0,000;1,000
165;j9017_5.sm;0;0;113;1;4;113;1;4;113;1;4;109;460;90;1,778;0,322;0,180;0,354;0,011;0,781;0,313;4;0,250;1,000;0,198;0,416;0;0,000;0,000;0,000;0,000;1,000
166;j9017_6.sm;0;0;94;2;25;94;6;390;94;6;390;91;498;90;1,778;0,310;0,146;0,338;0,016;0,792;0,251;4;0,250;1,000;0,194;0,407;0;0,000;0,000;0,000;0,000;1,000
167;j9017_7.sm;0;0;80;2;20;80;1;60010;80;6;370;73;481;90;1,778;0,285;0,135;0,330;0,010;0,775;0,232;4;0,250;1,000;0,187;0,366;0;0,000;0,000;0,000;0,000;1,000
168;j9017_8.sm;0;0;113;8;50;113;1;60457;113;8;50;101;502;90;1,778;0,316;0,180;0,338;0,021;0,753;0,336;4;0,250;1,000;0,218;0,442;0;0,000;0,000;0,000;0,000;1,000
169;j9017_9.sm;0;0;96;6;607650;96;1;60315;96;6;607650;80;483;90;1,778;0,324;0,146;0,249;0,012;0,747;0,212;4;0,250;1,000;0,207;0,449;0;0,000;0,000;0,000;0,000;1,000
170;j9017_10.sm;0;0;89;8;70;89;3;10000;89;8;70;81;494;90;1,778;0,314;0,169;0,317;0,005;0,732;0,339;4;0,250;1,000;0,192;0,407;0;0,000;0,000;0,000;0,000;1,000
171;j9018_1.sm;0;0;101;CPM;0;101;1;1;101;1;1;101;538;90;1,778;0,316;0,146;0,298;0,010;0,749;0,199;4;0,250;1,000;0,527;0,286;0;0,000;0,000;0,000;0,000;1,000
172;j9018_2.sm;0;0;94;CPM;0;94;1;1;94;1;1;94;494;90;1,778;0,281;0,135;0,207;0,012;0,746;0,193;4;0,250;1,000;0,519;0,296;0;0,000;0,000;0,000;0,000;1,000
173;j9018_3.sm;0;0;83;CPM;0;83;1;1;83;1;1;83;498;90;1,778;0,299;0,146;0,383;0,017;0,807;0,271;4;0,250;1,000;0,505;0,275;0;0,000;0,000;0,000;0,000;1,000
174;j9018_4.sm;0;0;98;CPM;0;98;1;1;98;1;1;98;530;90;1,778;0,314;0,146;0,360;0,018;0,796;0,263;4;0,250;1,000;0,511;0,276;0;0,000;0,000;0,000;0,000;1,000
175;j9018_5.sm;0;0;90;CPM;0;90;1;1;90;1;1;90;506;90;1,778;0,307;0,169;0,312;0,018;0,748;0,312;4;0,250;1,000;0,511;0,284;0;0,000;0,000;0,000;0,000;1,000
176;j9018_6.sm;0;0;83;CPM;0;83;1;1;83;1;1;83;514;90;1,778;0,301;0,135;0,249;0,012;0,763;0,182;4;0,250;1,000;0,512;0,290;0;0,000;0,000;0,000;0,000;1,000
177;j9018_7.sm;0;0;73;CPM;0;73;1;0;73;1;0;73;432;90;1,778;0,331;0,169;0,326;0,023;0,790;0,272;4;0,250;1,000;0,528;0,300;0;0,000;0,000;0,000;0,000;1,000
178;j9018_8.sm;0;0;92;CPM;0;92;1;1;92;1;1;92;513;90;1,778;0,316;0,157;0,329;0,013;0,785;0,218;4;0,250;1,000;0,515;0,247;0;0,000;0,000;0,000;0,000;1,000
179;j9018_9.sm;0;0;79;CPM;0;79;1;0;79;1;0;79;474;90;1,778;0,311;0,169;0,323;0,015;0,760;0,277;4;0,250;1,000;0,509;0,244;0;0,000;0,000;0,000;0,000;1,000
180;j9018_10.sm;0;0;94;CPM;0;94;1;1;94;1;1;94;494;90;1,778;0,339;0,169;0,222;0,013;0,758;0,212;4;0,250;1,000;0,523;0,287;0;0,000;0,000;0,000;0,000;1,000
181;j9019_1.sm;0;0;98;CPM;0;98;1;1;98;1;1;98;502;90;1,778;0,288;0,169;0,407;0,016;0,797;0,355;4;0,250;1,000;0,707;0,246;0;0,000;0,000;0,000;0,000;1,000
182;j9019_2.sm;0;0;83;CPM;0;83;1;0;83;1;0;83;459;90;1,778;0,301;0,157;0,300;0,018;0,767;0,310;4;0,250;1,000;0,693;0,236;0;0,000;0,000;0,000;0,000;1,000
183;j9019_3.sm;0;0;89;CPM;0;89;1;0;89;1;0;89;497;90;1,778;0,312;0,146;0,360;0,013;0,789;0,261;4;0,250;1,000;0,695;0,234;0;0,000;0,000;0,000;0,000;1,000
184;j9019_4.sm;0;0;77;CPM;0;77;1;1;77;1;1;77;506;90;1,778;0,295;0,135;0,261;0,016;0,781;0,176;4;0,250;1,000;0,702;0,227;0;0,000;0,000;0,000;0,000;1,000
185;j9019_5.sm;0;0;66;CPM;0;66;1;0;66;1;0;66;402;90;1,778;0,290;0,146;0,261;0,010;0,749;0,277;4;0,250;1,000;0,695;0,224;0;0,000;0,000;0,000;0,000;1,000
186;j9019_6.sm;0;0;136;CPM;0;136;1;1;136;1;1;136;507;90;1,778;0,367;0,191;0,279;0,024;0,706;0,272;4;0,250;1,000;0,694;0,274;0;0,000;0,000;0,000;0,000;1,000
187;j9019_7.sm;0;0;66;CPM;0;66;1;0;66;1;0;66;466;90;1,778;0,309;0,157;0,414;0,014;0,811;0,245;4;0,250;1,000;0,703;0,239;0;0,000;0,000;0,000;0,000;1,000
188;j9019_8.sm;0;0;91;CPM;0;91;1;0;91;1;0;91;509;90;1,778;0,296;0,135;0,289;0,018;0,803;0,211;4;0,250;1,000;0,704;0,243;0;0,000;0,000;0,000;0,000;1,000
189;j9019_9.sm;0;0;121;CPM;0;121;1;1;121;1;1;121;541;90;1,778;0,321;0,191;0,353;0,014;0,743;0,350;4;0,250;1,000;0,700;0,248;0;0,000;0,000;0,000;0,000;1,000
190;j9019_10.sm;0;0;85;CPM;0;85;1;0;85;1;0;85;479;90;1,778;0,301;0,146;0,298;0,013;0,783;0,220;4;0,250;1,000;0,696;0,205;0;0,000;0,000;0,000;0,000;1,000
191;j9020_1.sm;0;0;85;CPM;0;85;1;0;85;1;0;85;543;90;1,778;0,296;0,146;0,395;0,010;0,790;0,227;4;0,250;1,000;1,000;0,189;0;0,000;0,000;0,000;0,000;1,000
192;j9020_2.sm;0;0;76;CPM;0;76;1;0;76;1;0;76;500;90;1,778;0,320;0,146;0,312;0,013;0,784;0,228;4;0,250;1,000;1,000;0,199;0;0,000;0,000;0,000;0,000;1,000
193;j9020_3.sm;0;0;86;CPM;0;86;1;0;86;1;0;86;518;90;1,778;0,263;0,135;0,234;0,010;0,725;0,185;4;0,250;1,000;1,000;0,189;0;0,000;0,000;0,000;0,000;1,000
194;j9020_4.sm;0;0;86;CPM;0;86;1;0;86;1;0;86;499;90;1,778;0,329;0,157;0,300;0,009;0,758;0,212;4;0,250;1,000;1,000;0,216;0;0,000;0,000;0,000;0,000;1,000
195;j9020_5.sm;0;0;88;CPM;0;88;1;0;88;1;0;88;475;90;1,778;0,287;0,146;0,281;0,002;0,759;0,243;4;0,250;1,000;1,000;0,180;0;0,000;0,000;0,000;0,000;1,000
196;j9020_6.sm;0;0;83;CPM;0;83;1;0;83;1;0;83;504;90;1,778;0,298;0,124;0,231;0,013;0,777;0,139;4;0,250;1,000;1,000;0,196;0;0,000;0,000;0,000;0,000;1,000
197;j9020_7.sm;0;0;82;CPM;0;82;1;0;82;1;0;82;480;90;1,778;0,316;0,180;0,479;0,012;0,815;0,305;4;0,250;1,000;1,000;0,160;0;0,000;0,000;0,000;0,000;1,000
198;j9020_8.sm;0;0;85;CPM;0;85;1;0;85;1;0;85;552;90;1,778;0,287;0,135;0,261;0,017;0,777;0,192;4;0,250;1,000;1,000;0,201;0;0,000;0,000;0,000;0,000;1,000
199;j9020_9.sm;0;0;76;CPM;0;76;1;1;76;1;1;76;424;90;1,778;0,301;0,169;0,432;0,010;0,793;0,321;4;0,250;1,000;1,000;0,160;0;0,000;0,000;0,000;0,000;1,000
200;j9020_10.sm;0;0;89;CPM;0;89;1;0;89;1;0;89;514;90;1,778;0,321;0,169;0,384;0,012;0,797;0,273;4;0,250;1,000;1,000;0,234;0;0,000;0,000;0,000;0,000;1,000
201;j9021_1.sm;0;0;110;8;1454000;110;3;12000;110;8;1454000;76;469;90;1,778;0,291;0,157;0,386;0,008;0,778;0,278;4;0,503;2,011;0,193;0,364;0;0,000;0,000;0,000;0,000;1,000
202;j9021_2.sm;0;0;116;4;0;116;3;10000;116;4;0;93;486;90;1,778;0,283;0,146;0,320;0,012;0,795;0,238;4;0,503;2,011;0,199;0,327;0;0,000;0,000;0,000;0,000;1,000
203;j9021_3.sm;0;0;124;8;19530;124;3;101000;124;8;19530;101;489;90;1,778;0,324;0,157;0,329;0,015;0,801;0,238;4;0,503;2,011;0,200;0,334;0;0,000;0,000;0,000;0,000;1,000
204;j9021_4.sm;0;0;106;4;0;106;3;10000;106;4;0;90;437;90;1,778;0,325;0,169;0,306;0,012;0,765;0,296;4;0,503;2,011;0,201;0,314;0;0,000;0,000;0,000;0,000;1,000
205;j9021_5.sm;0;0;112;4;0;112;3;10000;112;4;0;80;515;90;1,778;0,297;0,146;0,283;0,021;0,812;0,270;4;0,503;2,011;0,201;0,314;0;0,000;0,000;0,000;0,000;1,000
206;j9021_6.sm;0;0;106;4;0;106;3;10000;106;4;0;87;529;90;1,778;0,337;0,146;0,255;0,014;0,765;0,187;4;0,503;2,011;0,200;0,289;0;0,000;0,000;0,000;0,000;1,000
207;j9021_7.sm;0;0;109;8;19497000;109;3;12000;109;8;19497000;91;476;90;1,778;0,347;0,157;0,229;0,014;0,764;0,210;4;0,503;2,011;0,203;0,344;0;0,000;0,000;0,000;0,000;1,000
208;j9021_8.sm;0;0;111;8;12518000;111;3;1000;111;8;12518000;85;523;90;1,778;0,320;0,157;0,329;0,013;0,787;0,267;4;0,503;2,011;0,211;0,316;0;0,000;0,000;0,000;0,000;1,000
209;j9021_9.sm;0;0;121;4;0;121;3;128000;121;4;0;91;510;90;1,778;0,291;0,146;0,312;0,035;0,816;0,198;4;0,503;2,011;0,211;0,329;0;0,000;0,000;0,000;0,000;1,000
210;j9021_10.sm;0;0;109;4;0;109;3;10000;109;4;0;81;478;90;1,778;0,302;0,146;0,289;0,010;0,759;0,264;4;0,503;2,011;0,195;0,325;0;0,000;0,000;0,000;0,000;1,000
211;j9022_1.sm;0;0;108;CPM;0;108;1;1;108;1;1;108;489;90;1,778;0,325;0,202;0,333;0,020;0,770;0,397;4;0,503;2,011;0,506;0,210;0;0,000;0,000;0,000;0,000;1,000
212;j9022_2.sm;0;0;85;CPM;0;85;1;0;85;1;0;85;485;90;1,778;0,317;0,146;0,277;0,007;0,749;0,176;4;0,503;2,011;0,505;0,189;0;0,000;0,000;0,000;0,000;1,000
213;j9022_3.sm;0;0;83;CPM;0;83;6;20410;83;6;20410;83;507;90;1,778;0,326;0,146;0,326;0,013;0,798;0,229;4;0,503;2,011;0,515;0,192;0;0,000;0,000;0,000;0,000;1,000
214;j9022_4.sm;0;0;96;CPM;0;96;1;1;96;1;1;96;518;90;1,778;0,317;0,146;0,289;0,006;0,744;0,183;4;0,503;2,011;0,505;0,207;0;0,000;0,000;0,000;0,000;1,000
215;j9022_5.sm;0;0;96;CPM;0;96;1;0;96;1;0;96;480;90;1,778;0,317;0,169;0,250;0,006;0,750;0,290;4;0,503;2,011;0,514;0,221;0;0,000;0,000;0,000;0,000;1,000
216;j9022_6.sm;0;0;71;CPM;0;71;1;2;71;1;2;71;489;90;1,778;0,277;0,124;0,280;0,018;0,762;0,166;4;0,503;2,011;0,507;0,177;0;0,000;0,000;0,000;0,000;1,000
217;j9022_7.sm;0;0;90;CPM;0;90;1;0;90;1;0;90;486;90;1,778;0,310;0,157;0,386;0,012;0,805;0,220;4;0,503;2,011;0,511;0,207;0;0,000;0,000;0,000;0,000;1,000
218;j9022_8.sm;0;0;97;CPM;0;97;1;3;97;1;3;97;500;90;1,778;0,281;0,169;0,441;0,006;0,780;0,354;4;0,503;2,011;0,504;0,154;0;0,000;0,000;0,000;0,000;1,000
219;j9022_9.sm;0;0;101;2;29;101;6;420;101;6;420;97;507;90;1,778;0,318;0,169;0,288;0,016;0,776;0,247;4;0,503;2,011;0,510;0,241;0;0,000;0,000;0,000;0,000;1,000
220;j9022_10.sm;0;0;75;CPM;0;75;6;820;75;6;820;75;514;90;1,778;0,291;0,135;0,275;0,017;0,756;0,213;4;0,503;2,011;0,507;0,196;0;0,000;0,000;0,000;0,000;1,000
221;j9023_1.sm;0;0;90;CPM;0;90;1;1;90;1;1;90;503;90;1,778;0,299;0,157;0,257;0,008;0,737;0,258;4;0,503;2,011;0,696;0,174;0;0,000;0,000;0,000;0,000;1,000
222;j9023_2.sm;0;0;84;CPM;0;84;1;1;84;1;1;84;530;90;1,778;0,295;0,135;0,358;0,011;0,804;0,194;4;0,503;2,011;0,708;0,141;0;0,000;0,000;0,000;0,000;1,000
223;j9023_3.sm;0;0;116;CPM;0;116;1;0;116;1;0;116;508;90;1,778;0,362;0,191;0,412;0,012;0,772;0,315;4;0,503;2,011;0,705;0,156;0;0,000;0,000;0,000;0,000;1,000
224;j9023_4.sm;0;0;85;CPM;0;85;1;0;85;1;0;85;494;90;1,778;0,290;0,135;0,289;0,012;0,773;0,209;4;0,503;2,011;0,696;0,181;0;0,000;0,000;0,000;0,000;1,000
225;j9023_5.sm;0;0;95;CPM;0;95;1;1;95;1;1;95;537;90;1,778;0,344;0,157;0,329;0,008;0,778;0,256;4;0,503;2,011;0,707;0,156;0;0,000;0,000;0,000;0,000;1,000
226;j9023_6.sm;0;0;87;CPM;0;87;1;1;87;1;1;87;440;90;1,778;0,328;0,157;0,314;0,015;0,801;0,201;4;0,503;2,011;0,693;0,175;0;0,000;0,000;0,000;0,000;1,000
227;j9023_7.sm;0;0;77;CPM;0;77;1;0;77;1;0;77;473;90;1,778;0,281;0,135;0,302;0,009;0,768;0,198;4;0,503;2,011;0,700;0,168;0;0,000;0,000;0,000;0,000;1,000
228;j9023_8.sm;0;0;92;CPM;0;92;1;0;92;1;0;92;473;90;1,778;0,317;0,169;0,427;0,013;0,765;0,303;4;0,503;2,011;0,695;0,145;0;0,000;0,000;0,000;0,000;1,000
229;j9023_9.sm;0;0;126;CPM;0;126;1;1;126;1;1;126;507;90;1,778;0,303;0,180;0,388;0,014;0,789;0,306;4;0,503;2,011;0,694;0,197;0;0,000;0,000;0,000;0,000;1,000
230;j9023_10.sm;0;0;87;CPM;0;87;1;0;87;1;0;87;514;90;1,778;0,322;0,146;0,263;0,020;0,764;0,220;4;0,503;2,011;0,706;0,148;0;0,000;0,000;0,000;0,000;1,000
231;j9024_1.sm;0;0;84;CPM;0;84;1;0;84;1;0;84;520;90;1,778;0,274;0,146;0,332;0,008;0,753;0,273;4;0,503;2,011;1,000;0,111;0;0,000;0,000;0,000;0,000;1,000
232;j9024_2.sm;0;0;92;CPM;0;92;1;0;92;1;0;92;504;90;1,778;0,309;0,157;0,257;0,009;0,761;0,223;4;0,503;2,011;1,000;0,135;0;0,000;0,000;0,000;0,000;1,000
233;j9024_3.sm;0;0;69;CPM;0;69;1;0;69;1;0;69;434;90;1,778;0,278;0,124;0,336;0,016;0,796;0,177;4;0,503;2,011;1,000;0,110;0;0,000;0,000;0,000;0,000;1,000
234;j9024_4.sm;0;0;81;CPM;0;81;1;0;81;1;0;81;509;90;1,778;0,288;0,157;0,243;0,008;0,717;0,287;4;0,503;2,011;1,000;0,143;0;0,000;0,000;0,000;0,000;1,000
235;j9024_5.sm;0;0;85;CPM;0;85;1;1;85;1;1;85;475;90;1,778;0,290;0,146;0,275;0,010;0,765;0,237;4;0,503;2,011;1,000;0,117;0;0,000;0,000;0,000;0,000;1,000
236;j9024_6.sm;0;0;79;CPM;0;79;1;0;79;1;0;79;509;90;1,778;0,284;0,135;0,372;0,018;0,828;0,254;4;0,503;2,011;1,000;0,110;0;0,000;0,000;0,000;0,000;1,000
237;j9024_7.sm;0;0;87;CPM;0;87;1;0;87;1;0;87;510;90;1,778;0,310;0,157;0,400;0,010;0,793;0,305;4;0,503;2,011;1,000;0,113;0;0,000;0,000;0,000;0,000;1,000
238;j9024_8.sm;0;0;88;CPM;0;88;1;0;88;1;0;88;512;90;1,778;0,304;0,135;0,331;0,014;0,807;0,209;4;0,503;2,011;1,000;0,116;0;0,000;0,000;0,000;0,000;1,000
239;j9024_9.sm;0;0;80;CPM;0;80;1;0;80;1;0;80;494;90;1,778;0,319;0,157;0,329;0,015;0,781;0,243;4;0,503;2,011;1,000;0,122;0;0,000;0,000;0,000;0,000;1,000
240;j9024_10.sm;0;0;89;CPM;0;89;1;1;89;1;1;89;498;90;1,778;0,325;0,169;0,240;0,012;0,702;0,253;4;0,503;2,011;1,000;0,125;0;0,000;0,000;0,000;0,000;1,000
241;j9025_1.sm;0;0;116;5;0;124;3;1000;0;0;0;94;479;90;1,778;0,304;0,146;0,403;0,021;0,837;0,273;4;0,753;3,011;0,204;0,272;0;0,000;0,000;0,000;0,000;1,000
242;j9025_2.sm;0;0;123;8;0;130;3;12000;0;0;0;83;519;90;1,778;0,327;0,169;0,326;0,011;0,787;0,236;4;0,753;3,011;0,200;0,270;0;0,000;0,000;0,000;0,000;1,000
243;j9025_3.sm;0;0;115;8;0;123;3;12000;0;0;0;77;451;90;1,778;0,298;0,146;0,269;0,013;0,772;0,264;4;0,753;3,011;0,198;0,292;0;0,000;0,000;0,000;0,000;1,000
244;j9025_4.sm;0;0;127;6;3600020;137;3;13000;0;0;0;95;495;90;1,778;0,283;0,146;0,326;0,017;0,825;0,239;4;0,753;3,011;0,196;0,291;0;0,000;0,000;0,000;0,000;1,000
245;j9025_5.sm;0;0;109;6;3600010;114;3;12000;0;0;0;71;483;90;1,778;0,294;0,135;0,344;0,008;0,809;0,197;4;0,753;3,011;0,202;0,255;0;0,000;0,000;0,000;0,000;1,000
246;j9025_6.sm;0;0;112;6;3600010;121;3;12000;0;0;0;79;526;90;1,778;0,305;0,135;0,290;0,017;0,807;0,163;4;0,753;3,011;0,200;0,246;0;0,000;0,000;0,000;0,000;1,000
247;j9025_7.sm;0;0;123;8;0;129;3;12000;0;0;0;77;542;90;1,778;0,281;0,124;0,287;0,013;0,786;0,203;4;0,753;3,011;0,198;0,263;0;0,000;0,000;0,000;0,000;1,000
248;j9025_8.sm;0;0;133;8;0;140;3;12000;0;0;0;101;543;90;1,778;0,302;0,146;0,213;0,016;0,766;0,182;4;0,753;3,011;0,198;0,285;0;0,000;0,000;0,000;0,000;1,000
249;j9025_9.sm;0;0;97;8;0;106;3;1000;0;0;0;80;476;90;1,778;0,315;0,135;0,275;0,009;0,755;0,160;4;0,753;3,011;0,198;0,246;0;0,000;0,000;0,000;0,000;1,000
250;j9025_10.sm;0;0;119;6;3600100;129;3;13000;0;0;0;96;491;90;1,778;0,300;0,169;0,346;0,011;0,749;0,339;4;0,753;3,011;0,204;0,280;0;0,000;0,000;0,000;0,000;1,000
