Title;J120
Description;Dataset proposed in the paper Kolisch, R. and A. Sprecher (1996): PSPLIB - A project scheduling library, European Journal of Operational Research, Vol. 96,pp. 205--216.
Number;600
Format;sm
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
124;j12013_4.sm;0;0;108;5;0;112;10;0;0;0;0;88;678;120;1,475;0,178;0,109;0,311;0,002;0,714;0,250;4;0,750;3,000;0,300;0,177;0;0,000;0,000;0,000;0,000;1,000
125;j12013_5.sm;0;0;90;5;0;91;10;0;0;0;0;79;650;120;1,475;0,157;0,101;0,444;0,007;0,812;0,244;4;0,750;3,000;0,299;0,140;0;0,000;0,000;0,000;0,000;1,000
126;j12013_6.sm;0;0;95;7;3600040;99;3;15000;0;0;0;86;628;120;1,475;0,185;0,109;0,345;0,006;0,799;0,246;4;0,750;3,000;0,298;0,169;0;0,000;0,000;0,000;0,000;1,000
127;j12013_7.sm;0;0;107;2;51;109;3;15000;0;0;0;105;679;120;1,475;0,181;0,118;0,388;0,003;0,746;0,321;4;0,750;3,000;0,300;0,169;0;0,000;0,000;0,000;0,000;1,000
128;j12013_8.sm;0;0;91;5;0;93;10;0;0;0;0;87;678;120;1,475;0,168;0,109;0,361;0,005;0,753;0,297;4;0,750;3,000;0,301;0,156;0;0,000;0,000;0,000;0,000;1,000
129;j12013_9.sm;0;0;82;10;0;85;10;0;0;0;0;77;622;120;1,475;0,174;0,109;0,402;0,006;0,783;0,261;4;0,750;3,000;0,301;0,148;0;0,000;0,000;0,000;0,000;1,000
130;j12013_10.sm;0;0;89;5;0;92;3;15000;0;0;0;78;691;120;1,475;0,166;0,101;0,350;0,004;0,789;0,216;4;0,750;3,000;0,299;0,150;0;0,000;0,000;0,000;0,000;1,000
131;j12014_1.sm;0;0;84;2;53;85;10;0;0;0;0;81;715;120;1,475;0,151;0,092;0,374;0,009;0,820;0,231;4;0,750;3,000;0,401;0,121;0;0,000;0,000;0,000;0,000;1,000
132;j12014_2.sm;0;0;90;5;0;93;3;15000;0;0;0;86;730;120;1,475;0,179;0,126;0,369;0,003;0,780;0,317;4;0,750;3,000;0,403;0,130;0;0,000;0,000;0,000;0,000;1,000
133;j12014_3.sm;0;0;88;CPM;0;88;7;590;88;7;590;88;627;120;1,475;0,208;0,126;0,400;0,010;0,788;0,305;4;0,750;3,000;0,403;0,132;0;0,000;0,000;0,000;0,000;1,000
134;j12014_4.sm;0;0;85;CPM;0;88;3;15000;0;0;0;85;645;120;1,475;0,179;0,118;0,449;0,006;0,808;0,314;4;0,750;3,000;0,397;0,144;0;0,000;0,000;0,000;0,000;1,000
135;j12014_5.sm;0;0;94;7;3600060;96;10;0;0;0;0;90;631;120;1,475;0,203;0,126;0,303;0,007;0,771;0,282;4;0,750;3,000;0,398;0,169;0;0,000;0,000;0,000;0,000;1,000
136;j12014_6.sm;0;0;91;CPM;0;91;3;13000;91;10;490;91;652;120;1,475;0,194;0,126;0,359;0,003;0,754;0,330;4;0,750;3,000;0,400;0,137;0;0,000;0,000;0,000;0,000;1,000
137;j12014_7.sm;0;0;89;CPM;0;90;3;15000;0;0;0;89;685;120;1,475;0,159;0,109;0,443;0,003;0,806;0,330;4;0,750;3,000;0,396;0,129;0;0,000;0,000;0,000;0,000;1,000
138;j12014_8.sm;0;0;110;5;0;112;3;15000;0;0;0;101;683;120;1,475;0,182;0,109;0,258;0,006;0,740;0,204;4;0,750;3,000;0,398;0,164;0;0,000;0,000;0,000;0,000;1,000
139;j12014_9.sm;0;0;101;CPM;0;101;7;390;101;7;390;101;652;120;1,475;0,197;0,134;0,357;0,003;0,760;0,356;4;0,750;3,000;0,400;0,150;0;0,000;0,000;0,000;0,000;1,000
140;j12014_10.sm;0;0;80;CPM;0;81;3;15000;0;0;0;80;651;120;1,475;0,169;0,109;0,305;0,003;0,746;0,245;4;0,750;3,000;0,404;0,130;0;0,000;0,000;0,000;0,000;1,000
141;j12015_1.sm;0;0;81;CPM;0;81;1;40;81;1;40;81;648;120;1,475;0,163;0,092;0,354;0,006;0,792;0,199;4;0,750;3,000;0,503;0,104;0;0,000;0,000;0,000;0,000;1,000
142;j12015_2.sm;0;0;75;CPM;0;75;3;13000;75;10;70;75;689;120;1,475;0,175;0,109;0,361;0,007;0,807;0,275;4;0,750;3,000;0,499;0,095;0;0,000;0,000;0,000;0,000;1,000
143;j12015_3.sm;0;0;87;CPM;0;87;7;190;87;7;190;87;649;120;1,475;0,177;0,126;0,369;0,003;0,758;0,347;4;0,750;3,000;0,502;0,128;0;0,000;0,000;0,000;0,000;1,000
144;j12015_4.sm;0;0;82;CPM;0;82;1;430;82;1;430;82;694;120;1,475;0,174;0,109;0,433;0,006;0,796;0,261;4;0,750;3,000;0,502;0,100;0;0,000;0,000;0,000;0,000;1,000
145;j12015_5.sm;0;0;87;CPM;0;87;1;40;87;1;40;87;654;120;1,475;0,165;0,109;0,406;0,003;0,801;0,324;4;0,750;3,000;0,501;0,097;0;0,000;0,000;0,000;0,000;1,000
146;j12015_6.sm;0;0;97;CPM;0;97;1;50;97;1;50;97;672;120;1,475;0,175;0,126;0,477;0,007;0,788;0,347;4;0,750;3,000;0,502;0,117;0;0,000;0,000;0,000;0,000;1,000
147;j12015_7.sm;0;0;75;CPM;0;75;1;10;75;1;10;75;585;120;1,475;0,174;0,109;0,366;0,005;0,775;0,304;4;0,750;3,000;0,504;0,107;0;0,000;0,000;0,000;0,000;1,000
148;j12015_8.sm;0;0;126;CPM;0;126;1;0;126;1;0;126;669;120;1,475;0,199;0,143;0,484;0,006;0,782;0,356;4;0,750;3,000;0,498;0,112;0;0,000;0,000;0,000;0,000;1,000
149;j12015_9.sm;0;0;109;CPM;0;109;1;0;109;1;0;109;700;120;1,475;0,192;0,134;0,429;0,001;0,750;0,350;4;0,750;3,000;0,502;0,113;0;0,000;0,000;0,000;0,000;1,000
150;j12015_10.sm;0;0;91;CPM;0;91;7;560;91;7;560;91;708;120;1,475;0,185;0,118;0,388;0,005;0,800;0,305;4;0,750;3,000;0,495;0,110;0;0,000;0,000;0,000;0,000;1,000
151;j12016_1.sm;0;0;181;7;3600020;195;10;0;0;0;0;71;646;120;1,475;0,174;0,118;0,378;0,006;0,790;0,299;4;1,000;4,000;0,098;0,265;0;0,000;0,000;0,000;0,000;1,000
152;j12016_2.sm;0;0;221;5;0;231;10;0;0;0;0;85;692;120;1,475;0,186;0,101;0,290;0,006;0,780;0,157;4;1,000;4,000;0,103;0,282;0;0,000;0,000;0,000;0,000;1,000
153;j12016_3.sm;0;0;220;5;0;234;3;18000;0;0;0;97;716;120;1,475;0,176;0,109;0,309;0,003;0,743;0,253;4;1,000;4,000;0,101;0,282;0;0,000;0,000;0,000;0,000;1,000
154;j12016_4.sm;0;0;190;5;0;200;3;17000;0;0;0;80;665;120;1,475;0,182;0,118;0,316;0,004;0,737;0,286;4;1,000;4,000;0,101;0,260;0;0,000;0,000;0,000;0,000;1,000
155;j12016_5.sm;0;0;184;10;0;199;10;0;0;0;0;92;650;120;1,475;0,208;0,143;0,491;0,006;0,789;0,338;4;1,000;4,000;0,103;0,266;0;0,000;0,000;0,000;0,000;1,000
156;j12016_6.sm;0;0;194;7;3600010;204;9;0;0;0;0;79;678;120;1,475;0,159;0,101;0,393;0,007;0,776;0,279;4;1,000;4,000;0,100;0,263;0;0,000;0,000;0,000;0,000;1,000
157;j12016_7.sm;0;0;174;7;3600010;184;9;0;0;0;0;90;691;120;1,475;0,171;0,109;0,418;0,005;0,790;0,329;4;1,000;4,000;0,101;0,243;0;0,000;0,000;0,000;0,000;1,000
158;j12016_8.sm;0;0;183;7;3600010;194;10;0;0;0;0;77;632;120;1,475;0,166;0,101;0,391;0,005;0,791;0,245;4;1,000;4,000;0,100;0,266;0;0,000;0,000;0,000;0,000;1,000
159;j12016_9.sm;0;0;190;7;3600010;204;9;0;0;0;0;88;671;120;1,475;0,156;0,118;0,449;0,006;0,773;0,381;4;1,000;4,000;0,103;0,264;0;0,000;0,000;0,000;0,000;1,000
160;j12016_10.sm;0;0;204;5;0;213;10;0;0;0;0;98;698;120;1,475;0,189;0,118;0,367;0,007;0,746;0,271;4;1,000;4,000;0,101;0,268;0;0,000;0,000;0,000;0,000;1,000
161;j12017_1.sm;0;0;135;7;3600010;140;3;16000;0;0;0;87;710;120;1,475;0,164;0,101;0,393;0,004;0,789;0,241;4;1,000;4,000;0,202;0,173;0;0,000;0,000;0,000;0,000;1,000
162;j12017_2.sm;0;0;121;5;0;123;3;1691000;0;0;0;74;639;120;1,475;0,157;0,126;0,456;0,006;0,773;0,399;4;1,000;4,000;0,201;0,166;0;0,000;0,000;0,000;0,000;1,000
163;j12017_3.sm;0;0;106;10;0;108;10;0;0;0;0;72;609;120;1,475;0,174;0,109;0,438;0,005;0,801;0,292;4;1,000;4,000;0,201;0,158;0;0,000;0,000;0,000;0,000;1,000
164;j12017_4.sm;0;0;117;2;51;120;3;16000;0;0;0;91;681;120;1,475;0,174;0,126;0,503;0,005;0,771;0,390;4;1,000;4,000;0,198;0,154;0;0,000;0,000;0,000;0,000;1,000
165;j12017_5.sm;0;0;124;7;3600010;129;3;16000;0;0;0;90;646;120;1,475;0,183;0,126;0,379;0,006;0,768;0,339;4;1,000;4,000;0,201;0,177;0;0,000;0,000;0,000;0,000;1,000
166;j12017_6.sm;0;0;133;10;0;136;3;16000;0;0;0;68;632;120;1,475;0,164;0,101;0,310;0,004;0,759;0,235;4;1,000;4,000;0,200;0,184;0;0,000;0,000;0,000;0,000;1,000
167;j12017_7.sm;0;0;141;2;52;146;10;0;0;0;0;98;687;120;1,475;0,170;0,118;0,327;0,004;0,747;0,314;4;1,000;4,000;0,200;0,190;0;0,000;0,000;0,000;0,000;1,000
168;j12017_8.sm;0;0;126;2;49;127;3;16000;0;0;0;73;632;120;1,475;0,176;0,101;0,373;0,006;0,762;0,241;4;1,000;4,000;0,200;0,177;0;0,000;0,000;0,000;0,000;1,000
169;j12017_9.sm;0;0;129;5;0;134;3;15000;0;0;0;81;633;120;1,475;0,196;0,109;0,356;0,010;0,790;0,185;4;1,000;4,000;0,200;0,192;0;0,000;0,000;0,000;0,000;1,000
170;j12017_10.sm;0;0;131;2;52;134;10;0;0;0;0;88;698;120;1,475;0,158;0,101;0,403;0,005;0,789;0,262;4;1,000;4,000;0,201;0,168;0;0,000;0,000;0,000;0,000;1,000
171;j12018_1.sm;0;0;137;7;3600010;138;3;16000;0;0;0;101;716;120;1,475;0,193;0,118;0,306;0,005;0,701;0,237;4;1,000;4,000;0,299;0,153;0;0,000;0,000;0,000;0,000;1,000
172;j12018_2.sm;0;0;111;CPM;0;116;10;0;0;0;0;111;688;120;1,475;0,183;0,134;0,334;0,003;0,751;0,360;4;1,000;4,000;0,298;0,146;0;0,000;0,000;0,000;0,000;1,000
173;j12018_3.sm;0;0;100;7;3600040;101;3;1000;0;0;0;72;659;120;1,475;0,171;0,101;0,315;0,003;0,761;0,231;4;1,000;4,000;0,300;0,127;0;0,000;0,000;0,000;0,000;1,000
174;j12018_4.sm;0;0;98;2;49;100;3;1632000;0;0;0;77;651;120;1,475;0,177;0,118;0,337;0,007;0,773;0,256;4;1,000;4,000;0,303;0,132;0;0,000;0,000;0,000;0,000;1,000
175;j12018_5.sm;0;0;117;7;3600030;118;3;15000;0;0;0;88;681;120;1,475;0,201;0,134;0,408;0,007;0,767;0,329;4;1,000;4,000;0,299;0,142;0;0,000;0,000;0,000;0,000;1,000
176;j12018_6.sm;0;0;131;5;0;134;10;0;0;0;0;108;644;120;1,475;0,211;0,151;0,367;0,007;0,762;0,365;4;1,000;4,000;0,303;0,176;0;0,000;0,000;0,000;0,000;1,000
177;j12018_7.sm;0;0;112;5;0;117;9;0;0;0;0;89;645;120;1,475;0,181;0,118;0,378;0,003;0,747;0,276;4;1,000;4,000;0,299;0,160;0;0,000;0,000;0,000;0,000;1,000
178;j12018_8.sm;0;0;102;6;0;105;3;1588000;0;0;0;88;641;120;1,475;0,184;0,118;0,347;0,003;0,776;0,273;4;1,000;4,000;0,298;0,143;0;0,000;0,000;0,000;0,000;1,000
179;j12018_9.sm;0;0;88;2;51;91;10;0;0;0;0;76;673;120;1,475;0,168;0,118;0,398;0,008;0,788;0,356;4;1,000;4,000;0,302;0,112;0;0,000;0,000;0,000;0,000;1,000
180;j12018_10.sm;0;0;96;2;50;98;3;15000;0;0;0;84;679;120;1,475;0,193;0,118;0,357;0,003;0,753;0,244;4;1,000;4,000;0,301;0,116;0;0,000;0,000;0,000;0,000;1,000
181;j12019_1.sm;0;0;88;CPM;0;88;7;480;88;7;480;88;625;120;1,475;0,191;0,118;0,429;0,004;0,801;0,253;4;1,000;4,000;0,399;0,097;0;0,000;0,000;0,000;0,000;1,000
182;j12019_2.sm;0;0;81;CPM;0;82;10;0;0;0;0;81;689;120;1,475;0,169;0,101;0,363;0,004;0,762;0,241;4;1,000;4,000;0,401;0,100;0;0,000;0,000;0,000;0,000;1,000
183;j12019_3.sm;0;0;83;2;51;85;3;15000;0;0;0;72;640;120;1,475;0,186;0,109;0,417;0,008;0,810;0,279;4;1,000;4,000;0,401;0,114;0;0,000;0,000;0,000;0,000;1,000
184;j12019_4.sm;0;0;103;5;0;106;3;1624000;0;0;0;92;648;120;1,475;0,167;0,109;0,311;0,003;0,743;0,223;4;1,000;4,000;0,398;0,133;0;0,000;0,000;0,000;0,000;1,000
185;j12019_5.sm;0;0;101;7;3600030;103;3;1614000;0;0;0;85;673;120;1,475;0,179;0,109;0,361;0,007;0,800;0,271;4;1,000;4,000;0,403;0,132;0;0,000;0,000;0,000;0,000;1,000
186;j12019_6.sm;0;0;89;2;51;90;3;1627000;0;0;0;80;677;120;1,475;0,188;0,118;0,439;0,007;0,759;0,332;4;1,000;4,000;0,402;0,106;0;0,000;0,000;0,000;0,000;1,000
187;j12019_7.sm;0;0;93;CPM;0;93;7;430;93;7;430;93;674;120;1,475;0,196;0,134;0,450;0,006;0,756;0,351;4;1,000;4,000;0,401;0,106;0;0,000;0,000;0,000;0,000;1,000
188;j12019_8.sm;0;0;93;CPM;0;93;3;13000;0;0;0;93;679;120;1,475;0,186;0,109;0,417;0,004;0,782;0,241;4;1,000;4,000;0,400;0,111;0;0,000;0,000;0,000;0,000;1,000
189;j12019_9.sm;0;0;88;5;0;88;3;15000;88;10;5623000;75;642;120;1,475;0,182;0,109;0,361;0,005;0,800;0,259;4;1,000;4,000;0,397;0,113;0;0,000;0,000;0,000;0,000;1,000
190;j12019_10.sm;0;0;88;CPM;0;88;3;12000;88;10;120;88;695;120;1,475;0,182;0,109;0,372;0,004;0,771;0,255;4;1,000;4,000;0,400;0,096;0;0,000;0,000;0,000;0,000;1,000
191;j12020_1.sm;0;0;89;CPM;0;89;7;460;89;7;460;89;657;120;1,475;0,181;0,118;0,439;0,006;0,787;0,295;4;1,000;4,000;0,503;0,103;0;0,000;0,000;0,000;0,000;1,000
192;j12020_2.sm;0;0;99;CPM;0;99;1;50;99;1;50;99;659;120;1,475;0,187;0,126;0,349;0,006;0,767;0,301;4;1,000;4,000;0,504;0,107;0;0,000;0,000;0,000;0,000;1,000
193;j12020_3.sm;0;0;75;2;50;77;3;16000;0;0;0;74;716;120;1,475;0,158;0,101;0,371;0,004;0,792;0,276;4;1,000;4,000;0,500;0,091;0;0,000;0,000;0,000;0,000;1,000
194;j12020_4.sm;0;0;89;CPM;0;89;1;30;89;1;30;89;640;120;1,475;0,183;0,118;0,398;0,005;0,745;0,332;4;1,000;4,000;0,496;0,094;0;0,000;0,000;0,000;0,000;1,000
195;j12020_5.sm;0;0;69;CPM;0;69;7;520;69;7;520;69;608;120;1,475;0,165;0,101;0,403;0,007;0,792;0,243;4;1,000;4,000;0,503;0,079;0;0,000;0,000;0,000;0,000;1,000
196;j12020_6.sm;0;0;80;CPM;0;80;1;30;80;1;30;80;596;120;1,475;0,177;0,109;0,402;0,006;0,760;0,302;4;1,000;4,000;0,501;0,082;0;0,000;0,000;0,000;0,000;1,000
197;j12020_7.sm;0;0;81;CPM;0;81;1;30;81;1;30;81;598;120;1,475;0,167;0,101;0,414;0,006;0,791;0,282;4;1,000;4,000;0,498;0,090;0;0,000;0,000;0,000;0,000;1,000
198;j12020_8.sm;0;0;107;CPM;0;107;3;14000;107;10;198670;107;673;120;1,475;0,182;0,134;0,356;0,003;0,787;0,363;4;1,000;4,000;0,500;0,120;0;0,000;0,000;0,000;0,000;1,000
199;j12020_9.sm;0;0;80;CPM;0;80;1;30;80;1;30;80;725;120;1,475;0,175;0,109;0,438;0,005;0,800;0,316;4;1,000;4,000;0,498;0,064;0;0,000;0,000;0,000;0,000;1,000
200;j12020_10.sm;0;0;81;CPM;0;81;7;1503520;81;7;1503520;81;690;120;1,475;0,162;0,109;0,428;0,003;0,803;0,306;4;1,000;4,000;0,501;0,086;0;0,000;0,000;0,000;0,000;1,000
201;j12021_1.sm;0;0;114;10;3490;114;3;13000;114;10;3490;98;696;120;1,783;0,252;0,118;0,337;0,010;0,767;0,262;4;0,250;1,000;0,105;0,448;0;0,000;0,000;0,000;0,000;1,000
202;j12021_2.sm;0;0;117;4;0;117;3;13000;117;4;0;87;669;120;1,783;0,256;0,118;0,316;0,008;0,801;0,233;4;0,250;1,000;0,092;0,421;0;0,000;0,000;0,000;0,000;1,000
203;j12021_3.sm;0;0;143;10;470;143;3;16000;143;10;470;111;694;120;1,783;0,295;0,126;0,277;0,013;0,792;0,180;4;0,250;1,000;0,089;0,483;0;0,000;0,000;0,000;0,000;1,000
204;j12021_4.sm;0;0;135;10;1620;135;3;14000;135;10;1620;111;697;120;1,783;0,275;0,126;0,354;0,011;0,777;0,238;4;0,250;1,000;0,102;0,431;0;0,000;0,000;0,000;0,000;1,000
205;j12021_5.sm;0;0;110;10;290;110;3;13000;110;10;290;95;670;120;1,783;0,259;0,118;0,316;0,012;0,804;0,239;4;0,250;1,000;0,110;0,411;0;0,000;0,000;0,000;0,000;1,000
206;j12021_6.sm;0;0;109;10;630;109;3;13000;109;10;630;97;634;120;1,783;0,274;0,118;0,276;0,015;0,780;0,231;4;0,250;1,000;0,098;0,435;0;0,000;0,000;0,000;0,000;1,000
207;j12021_7.sm;0;0;111;4;0;111;3;15000;111;4;0;79;640;120;1,783;0,270;0,126;0,313;0,013;0,783;0,262;4;0,250;1,000;0,098;0,461;0;0,000;0,000;0,000;0,000;1,000
208;j12021_8.sm;0;0;127;7;1344300;127;7;1344300;127;7;1344300;121;706;120;1,783;0,286;0,143;0,381;0,006;0,787;0,294;4;0,250;1,000;0,096;0,403;0;0,000;0,000;0,000;0,000;1,000
209;j12021_9.sm;0;0;102;10;300;102;10;300;102;10;300;86;657;120;1,783;0,244;0,118;0,327;0,011;0,786;0,254;4;0,250;1,000;0,104;0,432;0;0,000;0,000;0,000;0,000;1,000
210;j12021_10.sm;0;0;102;10;1410;102;10;1410;102;10;1410;87;625;120;1,783;0,248;0,118;0,388;0,012;0,817;0,270;4;0,250;1,000;0,098;0,413;0;0,000;0,000;0,000;0,000;1,000
211;j12022_1.sm;0;0;101;10;270;101;3;13000;101;10;270;83;640;120;1,783;0,268;0,126;0,344;0,011;0,814;0,271;4;0,250;1,000;0,199;0,376;0;0,000;0,000;0,000;0,000;1,000
212;j12022_2.sm;0;0;107;2;49;107;7;440;107;7;440;104;704;120;1,783;0,278;0,134;0,398;0,015;0,795;0,232;4;0,250;1,000;0,196;0,340;0;0,000;0,000;0,000;0,000;1,000
213;j12022_3.sm;0;0;96;4;0;96;3;14000;96;4;0;83;674;120;1,783;0,253;0,109;0,321;0,010;0,803;0,214;4;0,250;1,000;0,205;0,369;0;0,000;0,000;0,000;0,000;1,000
214;j12022_4.sm;0;0;90;10;160;90;3;13000;90;10;160;79;689;120;1,783;0,242;0,109;0,345;0,009;0,796;0,188;4;0,250;1,000;0,200;0,328;0;0,000;0,000;0,000;0,000;1,000
215;j12022_5.sm;0;0;93;CPM;0;93;7;1282780;93;7;1282780;93;682;120;1,783;0,272;0,118;0,306;0,012;0,791;0,202;4;0,250;1,000;0,198;0,357;0;0,000;0,000;0,000;0,000;1,000
216;j12022_6.sm;0;0;103;10;150;103;3;13000;103;10;150;93;645;120;1,783;0,262;0,126;0,379;0,003;0,810;0,197;4;0,250;1,000;0,197;0,367;0;0,000;0,000;0,000;0,000;1,000
217;j12022_7.sm;0;0;133;2;44;133;7;220;133;7;220;124;655;120;1,783;0,307;0,176;0,251;0,009;0,743;0,337;4;0,250;1,000;0,198;0,378;0;0,000;0,000;0,000;0,000;1,000
218;j12022_8.sm;0;0;103;4;0;103;3;14000;103;4;0;93;706;120;1,783;0,282;0,126;0,405;0,010;0,782;0,199;4;0,250;1,000;0,201;0,360;0;0,000;0,000;0,000;0,000;1,000
219;j12022_9.sm;0;0;109;10;110;109;3;13000;109;10;110;91;696;120;1,783;0,268;0,109;0,306;0,016;0,794;0,160;4;0,250;1,000;0,200;0,370;0;0,000;0,000;0,000;0,000;1,000
220;j12022_10.sm;0;0;79;10;50;79;3;13000;79;10;50;71;619;120;1,783;0,256;0,109;0,315;0,013;0,790;0,234;4;0,250;1,000;0,208;0,332;0;0,000;0,000;0,000;0,000;1,000
221;j12023_1.sm;0;0;107;CPM;0;107;1;50;107;1;50;107;674;120;1,783;0,265;0,118;0,347;0,010;0,800;0,215;4;0,250;1,000;0,306;0,306;0;0,000;0,000;0,000;0,000;1,000
222;j12023_2.sm;0;0;116;CPM;0;116;7;60;116;7;60;116;687;120;1,783;0,270;0,126;0,308;0,009;0,797;0,231;4;0,250;1,000;0,309;0,330;0;0,000;0,000;0,000;0,000;1,000
223;j12023_3.sm;0;0;99;CPM;0;99;1;60;99;1;60;99;634;120;1,783;0,271;0,118;0,327;0,010;0,794;0,218;4;0,250;1,000;0,290;0,308;0;0,000;0,000;0,000;0,000;1,000
224;j12023_4.sm;0;0;106;2;44;106;7;360;106;7;360;103;646;120;1,783;0,298;0,118;0,276;0,010;0,784;0,167;4;0,250;1,000;0,307;0,358;0;0,000;0,000;0,000;0,000;1,000
225;j12023_5.sm;0;0;99;2;44;99;7;480;99;7;480;96;677;120;1,783;0,280;0,134;0,285;0,007;0,780;0,238;4;0,250;1,000;0,314;0,291;0;0,000;0,000;0,000;0,000;1,000
226;j12023_6.sm;0;0;106;2;54;106;7;1160;106;7;1160;103;690;120;1,783;0,272;0,134;0,337;0,009;0,801;0,229;4;0,250;1,000;0,310;0,329;0;0,000;0,000;0,000;0,000;1,000
227;j12023_7.sm;0;0;104;CPM;0;104;7;380;104;7;380;104;640;120;1,783;0,271;0,134;0,377;0,010;0,815;0,308;4;0,250;1,000;0,291;0,315;0;0,000;0,000;0,000;0,000;1,000
228;j12023_8.sm;0;0;101;2;52;101;7;350;101;7;350;100;603;120;1,783;0,277;0,118;0,337;0,009;0,809;0,228;4;0,250;1,000;0,298;0,317;0;0,000;0,000;0,000;0,000;1,000
229;j12023_9.sm;0;0;107;2;51;107;7;590;107;7;590;105;655;120;1,783;0,291;0,126;0,287;0,007;0,759;0,212;4;0,250;1,000;0,312;0,337;0;0,000;0,000;0,000;0,000;1,000
230;j12023_10.sm;0;0;100;CPM;0;100;1;60;100;1;60;100;704;120;1,783;0,260;0,118;0,347;0,014;0,797;0,240;4;0,250;1,000;0,310;0,275;0;0,000;0,000;0,000;0,000;1,000
231;j12024_1.sm;0;0;93;2;44;93;7;360;93;7;360;92;618;120;1,783;0,274;0,151;0,475;0,009;0,832;0,315;4;0,250;1,000;0,403;0,259;0;0,000;0,000;0,000;0,000;1,000
232;j12024_2.sm;0;0;91;CPM;0;91;7;410;91;7;410;91;621;120;1,783;0,318;0,143;0,263;0,012;0,766;0,261;4;0,250;1,000;0,403;0,326;0;0,000;0,000;0,000;0,000;1,000
233;j12024_3.sm;0;0;89;CPM;0;89;7;130;89;7;130;89;691;120;1,783;0,274;0,109;0,325;0,014;0,821;0,165;4;0,250;1,000;0,403;0,257;0;0,000;0,000;0,000;0,000;1,000
234;j12024_4.sm;0;0;101;CPM;0;101;7;400;101;7;400;101;658;120;1,783;0,281;0,118;0,316;0,011;0,816;0,222;4;0,250;1,000;0,392;0,304;0;0,000;0,000;0,000;0,000;1,000
235;j12024_5.sm;0;0;86;CPM;0;86;7;70;86;7;70;86;594;120;1,783;0,260;0,126;0,333;0,007;0,781;0,283;4;0,250;1,000;0,397;0,302;0;0,000;0,000;0,000;0,000;1,000
236;j12024_6.sm;0;0;95;CPM;0;95;7;40;95;7;40;95;645;120;1,783;0,288;0,118;0,296;0,015;0,814;0,224;4;0,250;1,000;0,401;0,267;0;0,000;0,000;0,000;0,000;1,000
237;j12024_7.sm;0;0;112;2;49;112;7;410;112;7;410;109;716;120;1,783;0,281;0,126;0,308;0,009;0,778;0,242;4;0,250;1,000;0,407;0,258;0;0,000;0,000;0,000;0,000;1,000
238;j12024_8.sm;0;0;104;CPM;0;104;7;70;104;7;70;104;622;120;1,783;0,284;0,143;0,339;0,007;0,805;0,264;4;0,250;1,000;0,391;0,321;0;0,000;0,000;0,000;0,000;1,000
239;j12024_9.sm;0;0;82;10;50;82;3;14000;82;10;50;76;608;120;1,783;0,252;0,134;0,325;0,006;0,778;0,289;4;0,250;1,000;0,403;0,306;0;0,000;0,000;0,000;0,000;1,000
240;j12024_10.sm;0;0;91;CPM;0;91;7;140;91;7;140;91;667;120;1,783;0,257;0,126;0,262;0,007;0,766;0,278;4;0,250;1,000;0,390;0,273;0;0,000;0,000;0,000;0,000;1,000
241;j12025_1.sm;0;0;82;CPM;0;82;7;360;82;7;360;82;677;120;1,783;0,269;0,126;0,349;0,012;0,815;0,246;4;0,250;1,000;0,500;0,246;0;0,000;0,000;0,000;0,000;1,000
242;j12025_2.sm;0;0;108;CPM;0;108;1;50;108;1;50;108;681;120;1,783;0,268;0,134;0,346;0,011;0,798;0,264;4;0,250;1,000;0,495;0,236;0;0,000;0,000;0,000;0,000;1,000
243;j12025_3.sm;0;0;100;CPM;0;100;1;50;100;1;50;100;664;120;1,783;0,271;0,134;0,356;0,006;0,805;0,310;4;0,250;1,000;0,517;0,212;0;0,000;0,000;0,000;0,000;1,000
244;j12025_4.sm;0;0;117;CPM;0;117;7;70;117;7;70;117;703;120;1,783;0,278;0,143;0,374;0,005;0,782;0,263;4;0,250;1,000;0,502;0,269;0;0,000;0,000;0,000;0,000;1,000
245;j12025_5.sm;0;0;100;CPM;0;100;1;50;100;1;50;100;656;120;1,783;0,255;0,134;0,428;0,010;0,819;0,323;4;0,250;1,000;0,489;0,239;0;0,000;0,000;0,000;0,000;1,000
246;j12025_6.sm;0;0;92;2;50;92;7;400;92;7;400;91;677;120;1,783;0,275;0,126;0,349;0,012;0,801;0,272;4;0,250;1,000;0,505;0,253;0;0,000;0,000;0,000;0,000;1,000
247;j12025_7.sm;0;0;92;2;49;92;7;370;92;7;370;91;693;120;1,783;0,259;0,109;0,248;0,010;0,790;0,173;4;0,250;1,000;0,495;0,274;0;0,000;0,000;0,000;0,000;1,000
248;j12025_8.sm;0;0;80;2;45;80;7;360;80;7;360;76;676;120;1,783;0,252;0,109;0,335;0,016;0,811;0,221;4;0,250;1,000;0,505;0,249;0;0,000;0,000;0,000;0,000;1,000
249;j12025_9.sm;0;0;94;CPM;0;94;7;80;94;7;80;94;631;120;1,783;0,308;0,126;0,303;0,015;0,803;0,183;4;0,250;1,000;0,500;0,239;0;0,000;0,000;0,000;0,000;1,000
