Title;MMLIB 50
Description;"Van Peteghem, V. and Vanhoucke, M., 2014, ""An experimental investigation of metaheuristics for the multi-mode resource-constrained project scheduling problem on new dataset instances"", European Journal of Operational Research, 235(1), 62–72 (doi:10.1016/j.ejor.2013.10.012)."
Number;540
Format;mm
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
123;J5025_3.mm;0;0;26;2;320;26;1;752000;26;4;14164;20;390;50;4,200;0,263;0,061;0,246;0,090;0,582;0,275;4;0,820;1,640;0,749;0,051;0;0,850;1,700;0,252;0,036;3,000
124;J5025_4.mm;0;0;29;2;120;29;1;988000;29;4;5582;18;365;50;3,880;0,262;0,082;0,333;0,078;0,654;0,389;4;0,910;1,820;0,766;0,042;0;0,890;1,780;0,242;0,036;3,000
125;J5025_5.mm;0;0;27;2;180;27;1;620000;27;4;5038;17;395;50;4,060;0,268;0,061;0,159;0,086;0,503;0,333;4;0,920;1,840;0,745;0,043;0;0,800;1,600;0,243;0,038;3,000
126;J5026_1.mm;0;0;20;2;150;20;1;403000;20;4;12536;16;409;50;4,220;0,265;0,061;0,275;0,105;0,584;0,283;4;0,790;1,580;0,747;0,050;0;1,000;2,000;0,247;0,022;3,000
127;J5026_2.mm;0;0;21;2;1080;21;1;369000;21;4;924;19;400;50;3,560;0,264;0,082;0,306;0,093;0,662;0,417;4;0,910;1,820;0,692;0,046;0;1,000;2,000;0,254;0,022;3,000
128;J5026_3.mm;0;0;22;2;80;22;1;425000;22;4;463;20;389;50;4,060;0,261;0,061;0,217;0,084;0,573;0,246;4;0,910;1,820;0,744;0,038;0;1,000;2,000;0,249;0,022;3,000
129;J5026_4.mm;0;0;21;2;170;21;1;382000;21;4;213;18;394;50;4,040;0,263;0,082;0,333;0,099;0,574;0,417;4;0,890;1,780;0,743;0,034;0;1,000;2,000;0,253;0,022;3,000
130;J5026_5.mm;0;0;19;2;150;19;1;426000;19;4;820;18;395;50;3,800;0,264;0,061;0,319;0,102;0,618;0,304;4;0,880;1,760;0,747;0,035;0;1,000;2,000;0,252;0,022;3,000
131;J5027_1.mm;0;0;20;CPM;0;20;1;462000;20;4;306;20;379;50;4,260;0,262;0,082;0,389;0,097;0,645;0,483;4;0,890;1,780;0,746;0,035;0;0,920;1,840;0,496;0,021;3,000
132;J5027_2.mm;0;0;18;CPM;0;18;1;460000;18;4;220;18;407;50;3,880;0,262;0,082;0,333;0,078;0,654;0,389;4;0,890;1,780;0,742;0,046;0;0,900;1,800;0,498;0,021;3,000
133;J5027_3.mm;0;0;17;CPM;0;17;1;488000;17;4;239;17;400;50;3,420;0,266;0,061;0,130;0,104;0,605;0,188;4;0,880;1,760;0,831;0,048;0;0,940;1,880;0,500;0,020;3,000
134;J5027_4.mm;0;0;17;CPM;0;17;1;437000;17;4;237;17;402;50;3,980;0,263;0,061;0,232;0,112;0,609;0,283;4;0,900;1,800;0,730;0,043;0;0,870;1,740;0,496;0,022;3,000
135;J5027_5.mm;0;0;18;CPM;0;18;1;452000;18;4;204;18;390;50;3,940;0,260;0,061;0,246;0,098;0,527;0,210;4;0,910;1,820;0,746;0,035;0;0,850;1,700;0,498;0,022;3,000
136;J5028_1.mm;0;0;25;CPM;0;25;1;416000;25;4;348;25;405;50;4,000;0,261;0,061;0,246;0,091;0,605;0,246;4;0,890;1,780;0,727;0,044;0;1,000;2,000;0,498;0,020;3,000
137;J5028_2.mm;0;0;18;CPM;0;18;1;387000;18;4;360;18;414;50;3,920;0,266;0,061;0,203;0,105;0,596;0,283;4;0,860;1,720;0,793;0,045;0;1,000;2,000;0,502;0,020;3,000
138;J5028_3.mm;0;0;21;CPM;0;21;1;400000;21;4;291;21;398;50;3,580;0,264;0,082;0,306;0,094;0,616;0,378;4;0,880;1,760;0,718;0,053;0;1,000;2,000;0,500;0,020;3,000
139;J5028_4.mm;0;0;23;CPM;0;23;1;417000;23;4;241;23;404;50;3,180;0,264;0,082;0,333;0,091;0,568;0,383;4;0,870;1,740;0,745;0,044;0;1,000;2,000;0,502;0,020;3,000
140;J5028_5.mm;0;0;19;CPM;0;19;1;373000;19;4;331;19;408;50;3,840;0,264;0,061;0,232;0,087;0,506;0,254;4;0,900;1,800;0,746;0,040;0;1,000;2,000;0,498;0,020;3,000
141;J5029_1.mm;0;0;18;CPM;0;18;1;310000;18;4;78;18;397;50;3,720;0,263;0,082;0,361;0,056;0,612;0,367;4;0,910;1,820;0,747;0,043;0;0,890;1,780;0,750;0,015;3,000
142;J5029_2.mm;0;0;19;CPM;0;19;1;343000;19;4;179;19;413;50;3,960;0,262;0,082;0,278;0,092;0,669;0,367;4;0,900;1,800;0,718;0,048;0;0,920;1,840;0,747;0,014;3,000
143;J5029_3.mm;0;0;17;CPM;0;17;1;309000;17;4;94;17;401;50;3,880;0,264;0,061;0,116;0,097;0,506;0,196;4;0,920;1,840;0,748;0,043;0;0,860;1,720;0,747;0,016;3,000
144;J5029_4.mm;0;0;20;CPM;0;20;1;281000;20;4;106;20;390;50;3,660;0,263;0,082;0,306;0,084;0,683;0,383;4;0,910;1,820;0,943;0,038;0;0,820;1,640;0,745;0,016;3,000
145;J5029_5.mm;0;0;16;CPM;0;16;1;300000;16;4;109;16;415;50;3,900;0,264;0,061;0,275;0,144;0,686;0,261;4;0,870;1,740;0,665;0,048;0;0,820;1,640;0,747;0,017;3,000
146;J5030_1.mm;0;0;17;CPM;0;17;1;318000;17;4;842;17;394;50;3,720;0,261;0,082;0,306;0,074;0,594;0,383;4;0,870;1,740;0,782;0,045;0;1,000;2,000;0,747;0,018;3,000
147;J5030_2.mm;0;0;20;CPM;0;20;1;321000;20;4;284;20;401;50;3,800;0,262;0,061;0,348;0,158;0,741;0,275;4;0,890;1,780;0,743;0,038;0;1,000;2,000;0,750;0,018;3,000
148;J5030_3.mm;0;0;20;CPM;0;20;1;294000;20;4;280;20;404;50;3,980;0,264;0,082;0,333;0,089;0,628;0,411;4;0,880;1,760;0,958;0,040;0;1,000;2,000;0,749;0,018;3,000
149;J5030_4.mm;0;0;17;CPM;0;17;1;329000;17;4;158;17;381;50;3,720;0,264;0,061;0,145;0,092;0,563;0,246;4;0,880;1,760;0,746;0,051;0;1,000;2,000;0,752;0,018;3,000
150;J5030_5.mm;0;0;17;CPM;0;17;1;313000;17;4;134;17;396;50;3,680;0,264;0,061;0,174;0,101;0,520;0,232;4;0,910;1,820;0,746;0,039;0;1,000;2,000;0,752;0,018;3,000
151;J5031_1.mm;0;0;26;2;370;26;1;572000;26;4;1022;17;391;50;3,600;0,263;0,061;0,087;0,080;0,549;0,174;4;1,000;2,000;0,725;0,072;0;0,840;1,680;0,245;0,037;3,000
152;J5031_2.mm;0;0;29;2;370;29;1;671000;29;4;2783;18;404;50;3,200;0,266;0,082;0,167;0,052;0,544;0,306;4;1,000;2,000;0,698;0,062;0;0,860;1,720;0,248;0,036;3,000
153;J5031_3.mm;0;0;27;2;240;27;1;825000;27;4;5939;15;396;50;3,700;0,266;0,061;0,261;0,134;0,634;0,304;4;1,000;2,000;0,745;0,059;0;0,880;1,760;0,247;0,036;3,000
154;J5031_4.mm;0;0;25;2;4260;25;4;8228;25;4;8228;18;403;50;3,700;0,264;0,082;0,278;0,064;0,644;0,400;4;1,000;2,000;0,909;0,068;0;0,860;1,720;0,246;0,035;3,000
155;J5031_5.mm;0;0;25;2;140;25;1;660000;25;4;4664;21;400;50;3,640;0,259;0,082;0,389;0,115;0,721;0,311;4;1,000;2,000;0,727;0,065;0;0,830;1,660;0,244;0,037;3,000
156;J5032_1.mm;0;0;23;2;740;23;1;372000;23;4;1689;17;401;50;3,700;0,262;0,082;0,222;0,067;0,577;0,356;4;1,000;2,000;0,867;0,071;0;1,000;2,000;0,254;0,022;3,000
157;J5032_2.mm;0;0;22;2;210;22;1;378000;22;4;6413;20;402;50;3,980;0,264;0,061;0,261;0,079;0,488;0,261;4;1,000;2,000;0,749;0,065;0;1,000;2,000;0,249;0,022;3,000
158;J5032_3.mm;0;0;23;2;460;23;1;416000;23;4;940;19;414;50;3,820;0,262;0,061;0,217;0,117;0,613;0,210;4;1,000;2,000;0,748;0,063;0;1,000;2,000;0,247;0,023;3,000
159;J5032_4.mm;0;0;23;2;1080;23;1;448000;23;4;1235;18;402;50;3,800;0,260;0,082;0,361;0,103;0,707;0,389;4;1,000;2,000;0,711;0,061;0;1,000;2,000;0,250;0,023;3,000
160;J5032_5.mm;0;0;20;2;370;20;1;410000;20;4;586;17;394;50;3,840;0,262;0,061;0,261;0,143;0,641;0,268;4;1,000;2,000;0,743;0,060;0;1,000;2,000;0,253;0,022;3,000
161;J5033_1.mm;0;0;20;CPM;0;20;1;498000;20;4;394;20;403;50;3,700;0,266;0,061;0,188;0,101;0,607;0,275;4;1,000;2,000;0,751;0,071;0;0,960;1,920;0,499;0,020;3,000
162;J5033_2.mm;0;0;23;CPM;0;23;1;425000;23;4;427;23;415;50;3,980;0,263;0,061;0,232;0,112;0,609;0,283;4;1,000;2,000;0,738;0,065;0;0,890;1,780;0,500;0,021;3,000
163;J5033_3.mm;0;0;21;CPM;0;21;1;454000;21;4;250;21;395;50;3,320;0,263;0,082;0,361;0,099;0,674;0,350;4;1,000;2,000;0,744;0,064;0;0,900;1,800;0,499;0,021;3,000
164;J5033_4.mm;0;0;20;CPM;0;20;1;425000;20;4;1053;20;391;50;3,740;0,263;0,061;0,188;0,120;0,653;0,152;4;1,000;2,000;0,648;0,068;0;0,880;1,760;0,501;0,021;3,000
165;J5033_5.mm;0;0;20;CPM;0;20;1;474000;20;4;341;20;369;50;3,820;0,262;0,082;0,417;0,113;0,741;0,394;4;1,000;2,000;0,742;0,075;0;0,930;1,860;0,500;0,020;3,000
166;J5034_1.mm;0;0;18;CPM;0;18;1;429000;18;4;458;18;403;50;3,980;0,264;0,061;0,261;0,079;0,488;0,261;4;1,000;2,000;0,746;0,059;0;1,000;2,000;0,494;0,020;3,000
167;J5034_2.mm;0;0;24;CPM;0;24;1;380000;24;4;619;24;411;50;3,520;0,260;0,082;0,361;0,065;0,655;0,317;4;1,000;2,000;0,746;0,066;0;1,000;2,000;0,502;0,020;3,000
168;J5034_3.mm;0;0;25;CPM;0;25;1;354000;25;4;397;25;391;50;3,720;0,264;0,082;0,361;0,120;0,699;0,422;4;1,000;2,000;0,735;0,064;0;1,000;2,000;0,500;0,020;3,000
169;J5034_4.mm;0;0;19;2;490;19;1;381000;19;4;3876;18;432;50;3,900;0,261;0,082;0,278;0,101;0,652;0,383;4;1,000;2,000;0,750;0,060;0;1,000;2,000;0,500;0,020;3,000
170;J5034_5.mm;0;0;21;CPM;0;21;1;416000;21;4;331;21;409;50;3,920;0,264;0,061;0,290;0,111;0,617;0,333;4;1,000;2,000;0,748;0,053;0;1,000;2,000;0,502;0,020;3,000
171;J5035_1.mm;0;0;16;CPM;0;16;1;333000;16;4;157;16;377;50;3,720;0,263;0,082;0,389;0,095;0,698;0,417;4;1,000;2,000;0,749;0,071;0;0,880;1,760;0,749;0,015;3,000
172;J5035_2.mm;0;0;21;CPM;0;21;1;319000;21;4;313;21;410;50;3,840;0,264;0,061;0,159;0,076;0,535;0,254;4;1,000;2,000;0,726;0,070;0;0,900;1,800;0,748;0,015;3,000
173;J5035_3.mm;0;0;20;CPM;0;20;1;296000;20;4;129;20;403;50;4,380;0,267;0,041;0,021;0,165;0,468;0,064;4;1,000;2,000;0,811;0,060;0;0,860;1,720;0,745;0,016;3,000
174;J5035_4.mm;0;0;22;CPM;0;22;1;301000;22;4;284;22;406;50;3,580;0,263;0,082;0,333;0,073;0,567;0,350;4;1,000;2,000;0,747;0,054;0;0,850;1,700;0,747;0,016;3,000
175;J5035_5.mm;0;0;22;CPM;0;22;1;306000;22;4;170;22;404;50;3,640;0,262;0,061;0,203;0,102;0,553;0,246;4;1,000;2,000;0,757;0,057;0;0,880;1,760;0,746;0,015;3,000
176;J5036_1.mm;0;0;20;CPM;0;20;1;308000;20;4;350;20;399;50;3,840;0,264;0,061;0,232;0,087;0,506;0,254;4;1,000;2,000;0,743;0,060;0;1,000;2,000;0,749;0,018;3,000
177;J5036_2.mm;0;0;19;CPM;0;19;1;321000;19;4;352;19;407;50;4,000;0,261;0,061;0,246;0,132;0,644;0,261;4;1,000;2,000;0,743;0,065;0;1,000;2,000;0,752;0,018;3,000
178;J5036_3.mm;0;0;18;CPM;0;18;1;331000;18;4;207;18;420;50;3,860;0,264;0,061;0,174;0,096;0,569;0,297;4;1,000;2,000;0,748;0,059;0;1,000;2,000;0,745;0,018;3,000
179;J5036_4.mm;0;0;23;CPM;0;23;1;285000;23;4;311;23;398;50;3,620;0,261;0,082;0,278;0,086;0,649;0,361;4;1,000;2,000;0,739;0,068;0;1,000;2,000;0,748;0,018;3,000
180;J5036_5.mm;0;0;21;CPM;0;21;1;335000;21;4;668;21;420;50;3,700;0,261;0,082;0,306;0,080;0,700;0,367;4;1,000;2,000;0,779;0,082;0;1,000;2,000;0,743;0,018;3,000
181;J5037_1.mm;0;0;42;2;28330;42;1;553000;42;4;969187;27;386;50;4,040;0,508;0,122;0,182;0,134;0,753;0,112;4;0,900;1,800;0,236;0,148;0;0,830;1,660;0,245;0,035;3,000
182;J5037_2.mm;0;0;42;2;1110;42;1;594000;42;4;41979;27;399;50;4,920;0,509;0,102;0,182;0,150;0,762;0,177;4;0,850;1,700;0,275;0,133;0;0,840;1,680;0,245;0,039;3,000
183;J5037_3.mm;0;0;41;2;800;41;1;632000;41;4;3049;24;428;50;4,460;0,509;0,102;0,173;0,200;0,758;0,200;4;0,880;1,760;0,248;0,123;0;0,880;1,760;0,243;0,037;3,000
184;J5037_4.mm;0;0;40;2;1240;40;1;629000;40;4;10034;25;385;50;4,280;0,509;0,102;0,145;0,133;0,743;0,145;4;0,910;1,820;0,226;0,122;0;0,830;1,660;0,243;0,037;3,000
185;J5037_5.mm;0;0;42;2;13230;42;1;633000;42;4;39831;30;381;50;4,280;0,504;0,122;0,364;0,156;0,839;0,190;4;0,870;1,740;0,257;0,147;0;0,860;1,720;0,244;0,037;3,000
186;J5038_1.mm;0;0;35;2;3990;35;1;422000;35;4;12212;29;408;50;4,040;0,509;0,102;0,118;0,110;0,730;0,132;4;0,890;1,780;0,308;0,123;0;1,000;2,000;0,252;0,022;3,000
187;J5038_2.mm;0;0;30;2;3200;30;4;9231;30;4;9231;24;399;50;4,120;0,505;0,122;0,306;0,184;0,814;0,248;4;0,850;1,700;0,254;0,121;0;1,000;2,000;0,245;0,022;3,000
188;J5038_3.mm;0;0;34;2;105660;34;1;413000;34;4;110848;25;419;50;4,180;0,507;0,122;0,236;0,164;0,760;0,233;4;0,890;1,780;0,265;0,133;0;1,000;2,000;0,253;0,022;3,000
189;J5038_4.mm;0;0;37;2;1057550;37;4;330977;37;4;330977;28;407;50;3,800;0,506;0,102;0,136;0,166;0,748;0,109;4;0,880;1,760;0,245;0,142;0;1,000;2,000;0,250;0,022;3,000
190;J5038_5.mm;0;0;38;2;71740;38;4;76463;38;4;76463;32;400;50;4,260;0,508;0,122;0,202;0,131;0,751;0,217;4;0,900;1,800;0,231;0,135;0;1,000;2,000;0,250;0,022;3,000
191;J5039_1.mm;0;0;30;CPM;0;30;1;482000;30;4;85314;30;403;50;3,700;0,505;0,163;0,265;0,110;0,791;0,235;4;0,890;1,780;0,214;0,147;0;0,900;1,800;0,498;0,021;3,000
192;J5039_2.mm;0;0;29;CPM;0;29;1;415000;29;4;14454;29;390;50;4,400;0,507;0,102;0,209;0,175;0,802;0,232;4;0,870;1,740;0,280;0,134;0;0,850;1,700;0,499;0,022;3,000
193;J5039_3.mm;0;0;27;CPM;0;27;1;469000;27;4;7567;27;410;50;3,740;0,509;0,122;0,151;0,088;0,731;0,213;4;0,910;1,820;0,253;0,129;0;0,900;1,800;0,500;0,021;3,000
194;J5039_4.mm;0;0;29;CPM;0;29;1;417000;29;4;4047;29;374;50;4,340;0,509;0,122;0,174;0,137;0,758;0,252;4;0,870;1,740;0,238;0,141;0;0,850;1,700;0,497;0,022;3,000
195;J5039_5.mm;0;0;25;2;4700;25;1;431000;25;4;25561;24;418;50;4,620;0,504;0,082;0,194;0,231;0,770;0,072;4;0,840;1,680;0,244;0,123;0;0,870;1,740;0,499;0,021;3,000
196;J5040_1.mm;0;0;26;2;16460;26;1;413000;26;4;9440;24;386;50;4,460;0,509;0,082;0,139;0,201;0,750;0,050;4;0,850;1,700;0,299;0,130;0;1,000;2,000;0,502;0,020;3,000
197;J5040_2.mm;0;0;30;2;257860;30;1;419000;30;4;32177;27;408;50;3,900;0,508;0,122;0,124;0,090;0,714;0,167;4;0,800;1,600;0,272;0,163;0;1,000;2,000;0,498;0,020;3,000
198;J5040_3.mm;0;0;27;2;3929400;27;1;385000;27;4;36373;24;399;50;3,980;0,508;0,122;0,178;0,100;0,713;0,217;4;0,900;1,800;0,275;0,123;0;1,000;2,000;0,495;0,020;3,000
199;J5040_4.mm;0;0;28;2;103960;28;1;393000;28;4;26609;27;375;50;4,160;0,508;0,102;0,109;0,105;0,717;0,141;4;0,910;1,820;0,278;0,136;0;1,000;2,000;0,498;0,020;3,000
200;J5040_5.mm;0;0;30;CPM;0;30;1;408000;30;4;5069;30;393;50;3,980;0,508;0,122;0,178;0,100;0,713;0,217;4;0,900;1,800;0,252;0,119;0;1,000;2,000;0,500;0,020;3,000
201;J5041_1.mm;0;0;27;2;200;27;1;312000;27;4;5886;26;395;50;5,020;0,509;0,102;0,182;0,148;0,777;0,218;4;0,830;1,660;0,262;0,130;0;0,880;1,760;0,749;0,016;3,000
202;J5041_2.mm;0;0;28;CPM;0;28;1;314000;28;4;2281;28;385;50;4,420;0,507;0,143;0,190;0,086;0,739;0,272;4;0,940;1,880;0,321;0,121;0;0,870;1,740;0,750;0,016;3,000
203;J5041_3.mm;0;0;27;2;220;27;1;290000;27;4;5437;26;404;50;5,020;0,509;0,102;0,182;0,148;0,777;0,218;4;0,910;1,820;0,256;0,116;0;0,840;1,680;0,747;0,016;3,000
204;J5041_4.mm;0;0;28;CPM;0;28;1;308000;28;4;825;28;422;50;4,160;0,507;0,122;0,252;0,167;0,811;0,267;4;0,920;1,840;0,241;0,131;0;0,850;1,700;0,749;0,016;3,000
205;J5041_5.mm;0;0;33;CPM;0;33;1;338000;33;4;7268;33;402;50;4,100;0,509;0,102;0,155;0,168;0,797;0,132;4;0,860;1,720;0,237;0,142;0;0,910;1,820;0,748;0,015;3,000
206;J5042_1.mm;0;0;33;CPM;0;33;1;353000;33;4;2696;33;403;50;3,780;0,509;0,122;0,151;0,112;0,713;0,213;4;0,890;1,780;0,213;0,151;0;1,000;2,000;0,750;0,018;3,000
207;J5042_2.mm;0;0;25;CPM;0;25;4;48102;25;4;48102;25;419;50;3,820;0,505;0,143;0,279;0,085;0,730;0,218;4;0,830;1,660;0,244;0,129;0;1,000;2,000;0,750;0,018;3,000
208;J5042_3.mm;0;0;26;2;61030;26;1;311000;26;4;59071;24;432;50;4,240;0,506;0,102;0,109;0,133;0,751;0,105;4;0,830;1,660;0,247;0,147;0;1,000;2,000;0,744;0,018;3,000
209;J5042_4.mm;0;0;24;CPM;0;24;1;325000;24;4;9236;24;404;50;4,060;0,505;0,102;0,164;0,153;0,768;0,095;4;0,900;1,800;0,271;0,121;0;1,000;2,000;0,748;0,018;3,000
210;J5042_5.mm;0;0;30;CPM;0;30;1;387000;30;4;1738;30;394;50;4,240;0,505;0,122;0,202;0,128;0,739;0,147;4;0,870;1,740;0,272;0,152;0;1,000;2,000;0,748;0,018;3,000
211;J5043_1.mm;0;0;61;3;0;65;1;529000;0;0;0;34;401;50;3,860;0,508;0,143;0,238;0,101;0,790;0,255;4;1,000;2,000;0,243;0,233;0;0,840;1,680;0,246;0,038;3,000
212;J5043_2.mm;0;0;60;3;0;64;1;428000;0;0;0;29;402;50;4,300;0,511;0,102;0,227;0,230;0,808;0,127;4;1,000;2,000;0,257;0,227;0;0,770;1,540;0,244;0,037;3,000
213;J5043_3.mm;0;0;64;3;0;68;1;563000;0;0;0;31;416;50;3,740;0,510;0,122;0,124;0,086;0,712;0,171;4;1,000;2,000;0,258;0,234;0;0,910;1,820;0,246;0,037;3,000
214;J5043_4.mm;0;0;48;3;0;52;1;514000;0;0;0;24;411;50;4,300;0,513;0,102;0,300;0,115;0,749;0,236;4;1,000;2,000;0,250;0,186;0;0,810;1,620;0,247;0,039;3,000
215;J5043_5.mm;0;0;60;3;0;64;1;524000;0;0;0;23;402;50;4,600;0,508;0,122;0,279;0,148;0,799;0,275;4;1,000;2,000;0,236;0,227;0;0,870;1,740;0,242;0,035;3,000
216;J5044_1.mm;0;0;44;3;0;47;1;431000;0;0;0;31;395;50;3,860;0,508;0,122;0,209;0,113;0,721;0,229;4;1,000;2,000;0,248;0,208;0;1,000;2,000;0,244;0,022;3,000
217;J5044_2.mm;0;0;38;3;0;41;1;437000;0;0;0;22;400;50;4,680;0,511;0,122;0,205;0,084;0,674;0,306;4;1,000;2,000;0,253;0,201;0;1,000;2,000;0,249;0,022;3,000
218;J5044_3.mm;0;0;46;3;0;50;6;0;0;0;0;26;406;50;3,740;0,510;0,122;0,124;0,086;0,712;0,171;4;1,000;2,000;0,245;0,229;0;1,000;2,000;0,250;0,022;3,000
219;J5044_4.mm;0;0;45;3;0;49;1;422000;0;0;0;25;400;50;4,300;0,506;0,102;0,109;0,122;0,710;0,109;4;1,000;2,000;0,232;0,223;0;1,000;2,000;0,247;0,022;3,000
220;J5044_5.mm;0;0;42;3;0;46;1;391000;0;0;0;29;416;50;3,800;0,506;0,102;0,136;0,166;0,748;0,109;4;1,000;2,000;0,247;0,181;0;1,000;2,000;0,247;0,022;3,000
221;J5045_1.mm;0;0;43;Capacity LB;0;46;1;442000;0;0;0;32;425;50;3,940;0,507;0,122;0,283;0,112;0,804;0,213;4;1,000;2,000;0,221;0,221;0;0,890;1,780;0,498;0,022;3,000
222;J5045_2.mm;0;0;33;3;0;34;1;442000;0;0;0;22;391;50;4,040;0,509;0,122;0,233;0,070;0,709;0,244;4;1,000;2,000;0,246;0,194;0;0,890;1,780;0,499;0,021;3,000
223;J5045_3.mm;0;0;38;3;0;39;1;3934000;0;0;0;33;396;50;4,160;0,507;0,122;0,205;0,113;0,771;0,209;4;1,000;2,000;0,282;0,196;0;0,840;1,680;0,499;0,022;3,000
224;J5045_4.mm;0;0;34;3;0;36;1;412000;0;0;0;24;396;50;4,340;0,505;0,102;0,164;0,143;0,761;0,150;4;1,000;2,000;0,229;0,204;0;0,860;1,720;0,501;0,021;3,000
225;J5045_5.mm;0;0;42;3;0;44;1;439000;0;0;0;26;413;50;3,860;0,508;0,122;0,209;0,113;0,721;0,229;4;1,000;2,000;0,213;0,219;0;0,890;1,780;0,499;0,022;3,000
226;J5046_1.mm;0;0;41;3;0;42;1;351000;0;0;0;33;400;50;4,260;0,507;0,122;0,256;0,108;0,734;0,213;4;1,000;2,000;0,243;0,235;0;1,000;2,000;0,502;0,020;3,000
227;J5046_2.mm;0;0;40;3;0;41;1;385000;0;0;0;24;396;50;4,500;0,505;0,122;0,337;0,179;0,814;0,225;4;1,000;2,000;0,245;0,207;0;1,000;2,000;0,496;0,020;3,000
228;J5046_3.mm;0;0;41;3;0;45;1;378000;0;0;0;30;440;50;3,960;0,509;0,122;0,093;0,127;0,742;0,213;4;1,000;2,000;0,275;0,203;0;1,000;2,000;0,495;0,020;3,000
229;J5046_4.mm;0;0;30;3;0;31;1;390000;0;0;0;18;377;50;4,140;0,507;0,122;0,260;0,123;0,729;0,256;4;1,000;2,000;0,241;0,175;0;1,000;2,000;0,496;0,020;3,000
230;J5046_5.mm;0;0;37;3;0;39;1;396000;0;0;0;24;418;50;4,380;0,507;0,102;0,200;0,144;0,729;0,141;4;1,000;2,000;0,248;0,174;0;1,000;2,000;0,496;0,020;3,000
231;J5047_1.mm;0;0;35;Capacity LB;0;36;1;348000;0;0;0;24;380;50;3,940;0,508;0,102;0,127;0,139;0,752;0,141;4;1,000;2,000;0,255;0,203;0;0,940;1,880;0,745;0,014;3,000
232;J5047_2.mm;0;0;38;Capacity LB;0;40;1;318000;0;0;0;25;408;50;4,000;0,510;0,102;0,100;0,107;0,700;0,136;4;1,000;2,000;0,252;0,209;0;0,880;1,760;0,745;0,015;3,000
233;J5047_3.mm;0;0;39;3;0;42;1;319000;0;0;0;30;405;50;3,780;0,509;0,122;0,178;0,101;0,760;0,233;4;1,000;2,000;0,245;0,224;0;0,900;1,800;0,747;0,014;3,000
234;J5047_4.mm;0;0;38;Capacity LB;0;39;1;318000;0;0;0;25;382;50;3,700;0,509;0,102;0,127;0,172;0,797;0,136;4;1,000;2,000;0,231;0,220;0;0,860;1,720;0,750;0,016;3,000
235;J5047_5.mm;0;0;37;3;0;38;5;4686;0;0;0;24;404;50;3,600;0,505;0,143;0,299;0,105;0,800;0,235;4;1,000;2,000;0,235;0,222;0;0,860;1,720;0,749;0,016;3,000
236;J5048_1.mm;0;0;34;3;0;35;1;314000;0;0;0;30;420;50;3,980;0,508;0,122;0,236;0,135;0,704;0,213;4;1,000;2,000;0,247;0,165;0;1,000;2,000;0,745;0,018;3,000
237;J5048_2.mm;0;0;36;3;0;39;1;368000;0;0;0;26;376;50;4,060;0,508;0,122;0,256;0,179;0,814;0,229;4;1,000;2,000;0,233;0,231;0;1,000;2,000;0,744;0,018;3,000
238;J5048_3.mm;0;0;28;3;0;29;1;3638000;0;0;0;24;404;50;4,100;0,509;0,102;0,227;0,163;0,775;0,209;4;1,000;2,000;0,247;0,154;0;1,000;2,000;0,751;0,018;3,000
239;J5048_4.mm;0;0;32;3;0;34;1;342000;0;0;0;23;397;50;4,340;0,507;0,122;0,229;0,125;0,749;0,198;4;1,000;2,000;0,240;0,207;0;1,000;2,000;0,749;0,018;3,000
240;J5048_5.mm;0;0;41;3;0;41;1;346000;41;4;18818516;37;418;50;4,360;0,506;0,122;0,310;0,174;0,832;0,124;4;1,000;2,000;0,227;0,217;0;1,000;2,000;0,749;0,018;3,000
241;J5049_1.mm;0;0;39;2;320;39;1;744000;39;4;2848;22;395;50;4,140;0,509;0,102;0,227;0,214;0,781;0,182;4;0,900;1,800;0,514;0,082;0;0,830;1,660;0,245;0,037;3,000
242;J5049_2.mm;0;0;45;2;230;45;1;573000;45;4;525;27;413;50;3,860;0,506;0,143;0,245;0,106;0,768;0,224;4;0,890;1,780;0,626;0,083;0;0,830;1,660;0,247;0,037;3,000
243;J5049_3.mm;0;0;38;2;390;38;1;654000;38;4;10310;28;377;50;4,400;0,508;0,102;0,209;0,167;0,793;0,136;4;0,890;1,780;0,515;0,084;0;0,810;1,620;0,242;0,037;3,000
244;J5049_4.mm;0;0;38;2;250;38;1;523000;38;4;5214;25;391;50;3,980;0,508;0,122;0,120;0,081;0,735;0,159;4;0,880;1,760;0,507;0,088;0;0,800;1,600;0,243;0,037;3,000
245;J5049_5.mm;0;0;34;2;1020;34;1;657000;34;4;6547;19;386;50;4,520;0,508;0,122;0,283;0,152;0,816;0,267;4;0,830;1,660;0,465;0,095;0;0,840;1,680;0,245;0,038;3,000
246;J5050_1.mm;0;0;37;2;720;37;1;369000;37;4;7062;29;430;50;4,640;0,506;0,122;0,310;0,147;0,813;0,213;4;0,820;1,640;0,627;0,079;0;1,000;2,000;0,251;0,022;3,000
